canonical_name,alias_name
Javed J.H. Scott,
Javed J.H. Scott,James H. Scott
Josiah H. Jagdeep,
Josiah H. Jagdeep,Jagdeep
Brother Neerja McMurdo,
Brother Neerja McMurdo,McMurdo
Brother Neerja McMurdo,Brother McMurdo
Brother Neerja McMurdo,Neerja McMurdo
Bartholomew Shabana,
Bartholomew Shabana,Shabana
Bartholomew Shabana,Sergeant Shabana
Mr. Crooked McMurdo,
Mr. Shraddha Fawad,
Mr. Shraddha Fawad,Fawad
Mr. Shraddha Fawad,Mr. Fawad
Mr. Shraddha Fawad,Shraddha Fawad
Councillor McGinty,
Councillor McGinty,McGinty
Jacob Priyadarshan,
Jacob Priyadarshan,Priyadarshan
Jacob Priyadarshan,Mr. Priyadarshan
Teddy Chitrangada,
Teddy Chitrangada,Chitrangada
Teddy Chitrangada,Brother Chitrangada
Asha Priyadarshan,
Alok Priyadarshan,
Tanushree Deepika,
Parth Chitrangada,
Friend MacDonald,
Friend MacDonald,MacDonald
Policemen Shahid,
Widow MacNamara,
Sir Neetu Mansi,
Mr. Ishaan Hina,
Mr. Ishaan Hina,Ishaan Hina
Kareena Bhavesh,
Manager Jagdeep,
Walker Brothers,
Captain Akshaye,
Captain Akshaye,Akshaye
Mr. Neerja Jaya,
Mr. Neerja Jaya,Jaya
Mr. Neerja Jaya,Mr. Jaya
Mr. Neerja Jaya,Neerja Jaya
Mohanlal Mukesh,
Kiara MacDonald,
Varsha McGinty,
Ashok Sushmita,
Neerja McGinty,
Ashok Sonakshi,
Ashok Sonakshi,Sonakshi
Ashok Sonakshi,Mr. Sonakshi
Irrfan Radhika,
Sherlock Kiran,
Sherlock Kiran,Kiran
Sherlock Kiran,Mr. Kiran
Alec MacDonald,
Surbhi Amitabh,
Chester Mohit,
Aishwarya Tia,
Teddy Akshaye,
Muskaan Kriti,
Muskaan Kriti,Kriti
Javed McMurdo,
Rajesh Shikha,
Rajesh Shikha,Shikha
Steve Shabana,
Arjun Bipasha,
Sahil McGinty,
Javed McGinty,
Ashok Sanjeev,
Benito Canyon,
Ruchika Ruchi,
Sahil McMurdo,
Shafaq Swara,
Mitali Javed,
Mitali Javed,Javed
Arvind Mohit,
Nikita James,
Rajesh Kajol,
Riddhi Rohit,
Riddhi Rohit,Rohit
Ronit Urmila,
Karun Vinay,
Navya Divya,
Birdy Kriti,
Mike Anjali,
Mike Anjali,Anjali
Mike Anjali,Brother Anjali
Ishaan Hin,
Meher Hema,
Meher Hema,Hema
Kiara Yash,
Kiara Yash,Yash
Kiara Yash,Mr. Yash
Zoya Pavan,
Max Linder,
Van Shorst,
Sahil Jaya,
Sahil Jaya,Mrs. Jaya
Sahil Knox,
Lara Naman,
Asha Kriti,
IVY Jaya,
Professor Niharika,
Professor Niharika,Niharika
Brother Dharmendra,
Brother Dharmendra,Dharmendra
Judge Tanmay,
Mrs. Kritika,
Robespierre,
Councillor,
Gilmerton,
Dr. Imran,
Dr. Imran,Imran
Dr. Suman,
Dr. Suman,Suman
Nicholson,
Mrs. Ravi,
Mrs. Ravi,Ravi
Mr. Ronit,
Parineeti,
Parvathy,
Brethren,
Santhosh,
Abhishek,
Jenkins,
Anirudh,
Taapsee,
Zeeshan,
Tanisha,
Anushka,
Shalini,
Prateek,
Madhuri,
Madhuri,MADHURI
Nushrat,
Nikita,
Pranav,
Ranbir,
Milman,
Guneet,
Shilpa,
Rajeev,
Ranjan,
Danton,
Todman,
Mitali,
Pramod,
Aparna,
Sussex,
Neelam,
Amrita,
George,
Raghav,
Varsha,
Sahil,
Navya,
Manju,
Parth,
Karan,
Bhumi,
Gully,
Rahul,
Neetu,
Leena,
Saket,
Sonam,
Aamir,
Faith,
Kiara,
Abhay,
Name,
Amol,
Juhi,
Ekta,
Abir,
Asha,
Esha,
Lee,
arthur,
doyle,
holmes,
watson,
jack,
porlock,
moriarty,
douglas,
birlstone,
billy,
fred,
bradshaw,
mahratta,
mac,
camberwell,
jean,
greuze,
jonathan,
wild,
napoleon,
sebastian,
moran,
white,
mason,
john,
cecil,
barker,
ames,
allen,
wilson,
wood,
charles,
chandos,
capus,
inspector,
god,
hargrave,
i,
ted,
baldwin,
scowrers,
man,
scanlan,
jh,
vermissa,
boss,
gar,
ettie,
shafter,
murphy,
old,
vell,
hyam,
boarder,
bodymaster,
jonas,
pinto,
uncle,
sam,
tut,
marvin,
windle,
andrew,
rae,
higgins,
tiger,
cormac,
foreman,
blaker,
eminent,
harraway,
jim,
carnaway,
wilcox,
archie,
swindon,
treasurer,
morris,
manson,
shuman,
deher,
atwood,
stanger,
standback,
lynch,
gower,
mansel,
willabys,
willaby,
reilly,
scowrer,
christ,
evans,
pott,
lawler,
andrews,
charlie,
williams,
simon,
bird,
herman,
strauss,
dunn,
menzies,
william,
hales,
manders,
hunt,
larbey,
murdoch,
staphouse,
deacon,
pinkerton,
edwards,
lander,
egan,
crabbe,
carter,
law,
hudson,
