character1,character2,count
Sanjay Komal,a,237
Miss Anushka,Priyadarshan Shubham,87
Anushka Shubham,Miss Anushka,86
Anushka Shubham,Priyadarshan Shubham,86
Priyadarshan Shubham,a,65
Komal Payal,Sanjay Komal,58
Komal Payal,a,56
Alia-Kavya Harsh,Kavya,51
Alia-Kavya Harsh,Kavya Harsh,50
Kavya,Kavya Harsh,50
Mr. Sohail Ritesh,a,50
Hina Mitali,a,47
Hina,Hina Mitali,44
Urmila Sonam,a,42
Judge Meher,a,40
Sonakshi Tanmay,a,39
Priyadarshan Shubham,Sanjay Komal,38
Kalyani,Miss Kalyani Ronit,34
a,don,34
MY DEAR MR. Kavita,a,32
Manisha,Mlle. Manisha DeLisle,31
Sneha,a,31
New York,a,30
Sanjay Komal,Sonakshi Tanmay,29
Kirti,Kirti Arvind,28
Mr. Sohail Ritesh,Sanjay Komal,28
Kavya,a,27
Miss Anushka,a,27
Priyadarshan,Priyadarshan Shubham,26
Miss Anushka,Sanjay Komal,24
Ruchi,Ruchi Sameera,24
Judge Meher,Sanjay Komal,23
Ruchi,a,23
Kirti,a,22
Anushka Shubham,a,21
Mr. Sohail Ritesh,Sohail,21
Ramesh,a,20
Ruchi Sameera,a,19
Alia-Kavya Harsh,a,18
Rajat,a,18
Sonakshi,Sonakshi Tanmay,18
Hina Mitali,Kavya,17
MY DEAR MR. Kavita,Ruchi Sameera,17
Ruchi Sameera,Sanjay Komal,17
Anushka Shubham,Sanjay Komal,16
Sanjay Komal,Sneha,16
Miss Kalyani Ronit,a,15
Ramesh,Sanjay Komal,15
Alia-Kavya Harsh,Hina Mitali,14
Manisha,Sanjay Komal,14
Ruchi Sameera,Urmila Sonam,14
Hina Mitali,Priyadarshan Shubham,13
Lips,Sanjay Komal,13
MY DEAR MR. Kavita,Urmila Sonam,13
Maine,Sanjay Komal,13
Maine,a,13
Manisha,a,13
Miss Kalyani Ronit,Sanjay Komal,13
Mr. Sohail Ritesh,Ramesh,13
New York,Sanjay Komal,13
Judge Meher,Mr. Sohail Ritesh,12
Kavya,Mr. Sohail Ritesh,12
Kavya Harsh,a,12
Lips,a,12
Sanjay Komal,Urmila Sonam,12
Alia-Kavya Harsh,Sanjay Komal,11
Kalyani,a,11
Kavya,Sanjay Komal,11
Madame Meenal,a,11
Mlle. Manisha DeLisle,Sanjay Komal,11
Priyadarshan,a,11
Alia-Kavya Harsh,Mr. Sohail Ritesh,10
Hina Mitali,Kavya Harsh,10
Hina Mitali,Urmila Sonam,10
Kavya Harsh,Mr. Sohail Ritesh,10
Kavya Harsh,Sanjay Komal,10
Kirti Arvind,a,10
Komal Payal,don,10
MY DEAR MR. Kavita,Sanjay Komal,10
Mlle. Manisha DeLisle,a,10
Mr. Sohail Ritesh,Sonakshi Tanmay,10
Priyadarshan Shubham,Rajat,10
Ruchi,Urmila Sonam,10
Sonam Films,Urmila Sonam,10
Alia-Kavya Harsh,Komal Payal,9
Hina,a,9
Sanjay Komal,don,9
Alia-Kavya Harsh,Manisha,8
Hina Mitali,Mr. Sohail Ritesh,8
Kalyani,Sanjay Komal,8
Kavya,Manisha,8
Kavya,Urmila Sonam,8
Kavya Harsh,Manisha,8
Komal Payal,Mr. Sohail Ritesh,8
Komal Payal,Priyadarshan,8
Priyadarshan Shubham,Sonakshi Tanmay,8
Sonakshi,a,8
Alia-Kavya Harsh,Mlle. Manisha DeLisle,7
Hina,Kavya,7
Judge Meher,Urmila Sonam,7
Kavya,Komal Payal,7
Kavya,Mlle. Manisha DeLisle,7
Kavya Harsh,Komal Payal,7
Kavya Harsh,Mlle. Manisha DeLisle,7
Komal Payal,Sneha,7
Sanjay Komal,care,7
Tuesday,a,7
care,don,7
Alia-Kavya Harsh,Hina,6
Alia-Kavya Harsh,Urmila Sonam,6
Hina Mitali,Manas Saket,6
Hina Mitali,Sanjay Komal,6
Kavya Harsh,Urmila Sonam,6
Kirti,Ruchi,6
Kirti,Ruchi Sameera,6
Kirti,Urmila Sonam,6
Kirti Arvind,Urmila Sonam,6
Komal Payal,Manisha,6
Komal Payal,Urmila Sonam,6
Maine,Sneha,6
Miss Anushka,Sonakshi Tanmay,6
Mr. Sohail Ritesh,Priyadarshan Shubham,6
New York,Priyadarshan Shubham,6
Parineeti,a,6
Ramesh,don,6
Sohail,a,6
Anushka Shubham,Sonakshi Tanmay,5
Hina,Sanjay Komal,5
