character1,character2,count
Clancy,a,234
Don. (Donald) Carey,Sophie,86
Don. (Donald) Carey,Sophie Carey,79
Sophie,Sophie Carey,79
Clancy,Clancy Deane,60
Don. (Donald) Carey,a,60
Clancy Deane,a,57
Florine,Florine Ladue,50
Mr. Morris Beiner,a,49
Philip Vandervent,a,48
Morris,Mr. Morris Beiner,45
Mr. Don,a,44
Clancy,Don. (Donald) Carey,42
Tom Walbrough,a,41
Judge Walbrough,Tom Walbrough,40
Mr. David Randall,a,38
Paul Zenda,a,38
Miss Sally Henderson,Sally,33
Mr. Grannis,a,31
Don. (Donald) Carey,Mr. Don,30
Zenith,a,30
Clancy,Philip Vandervent,29
Florine,a,27
Clancy,Mr. David Randall,26
Clancy,Sophie,26
Fay,Fay Marston,25
Sophie,a,25
Ike,Ike Weber,24
Fay,a,21
Ike,a,21
Clancy,Tom Walbrough,20
Ike Weber,a,20
Philip,Philip Vandervent,20
Clancy Deane,Mr. Don,19
Mr. Spofford,a,19
Clancy,Sophie Carey,18
Clancy,Ike Weber,17
Florine,Mr. Morris Beiner,17
Ike Weber,Mr. Grannis,17
Sophie Carey,a,17
Clancy,Zenith,16
David,Mr. David Randall,16
Garland,a,16
Miss Sally Henderson,a,16
Clancy,Mr. Spofford,15
Ike Weber,Paul Zenda,15
Clancy,Fanchon,14
Don. (Donald) Carey,Mr. Morris Beiner,14
Clancy,Miss Sally Henderson,13
Judge Walbrough,a,13
Mr. Grannis,Paul Zenda,13
Clancy,Mr. Don,12
Fanchon,a,12
Florine,Philip Vandervent,12
Florine Ladue,Mr. Morris Beiner,12
Mr. David Randall,Philip Vandervent,12
Mr. Spofford,Philip Vandervent,12
Philip Vandervent,Tom Walbrough,12
Clancy,Florine,11
Clancy,Paul Zenda,11
Florine Ladue,Philip Vandervent,11
Morris,a,11
Sally,a,11
Ike,Paul Zenda,10
Mr. Morris Beiner,Paul Zenda,10
a,napoli,10
Clancy,Florine Ladue,9
Clancy,Mr. Grannis,9
Don. (Donald) Carey,Garland,9
Fay Marston,a,9
Florine,Paul Zenda,9
Florine Ladue,a,9
Care,Mr. Don,8
Clancy,Sally,8
Clancy Deane,Philip Vandervent,8
Fanchon,Florine,8
Fanchon,Florine Ladue,8
