character1,character2,count
Lady Narcissa,Lady Narcissa Graphorn Riddle,3
Lady Narcissa,Mr. Hat Azkaban,3
Chimaera,Mr. Hat Azkaban,2
Inspector Gilderoy,Mr. Hat Azkaban,2
Lady Narcissa Graphorn Riddle,Mr. Hat Azkaban,2
Constable MacPherson,Inspector Gilderoy,1
Hermione,Mr. Quaffle Umbridge,1
Hermione,Weasley Animagus,1
Lady Narcissa Graphorn Riddle,Prime Minister,1
Lady Narcissa Graphorn Riddle,Sovereign,1
Mr. Hat Azkaban,My husband,1
Mr. Hat Azkaban,Prime Minister,1
Mr. Quaffle Umbridge,My husband,1
Mr. Quaffle Umbridge,Weasley Animagus,1
Prime Minister,Sovereign,1
