character1,character2,count
Moonie Marauder,Moony,624
Moonie Marauder,Moony Marauder,624
Moony,Moony Marauder,624
Quaffle,Quaffle le Préfet,270
Prefect,Prefect of Police,122
i,this,117
Quaffle,i,112
Moony,Moony Marauder Fred,108
Fire,Oliver. Secrets,93
Fire,Fire Secrets,92
Fire Secrets,Oliver. Secrets,92
i,m,86
Hippolyte School,Queenie,77
Mr. Crimes,Mr. Crimes Bathilda,77
Quaffle le Préfet,i,77
Alastor Vérot,Chief Alastor,75
Dudley,Hippolyte School,75
Dudley,Dudley School,73
Dudley School,Hippolyte School,73
Hippolyte School,Queenie School,72
Queenie,Queenie School,72
don,i,66
Moony,i,64
Quaffle,Quaffle le Président,63
Fire,i,58
Moony,this,57
Moony,Sergeant Fluffy,49
Moonie Marauder,Sergeant Fluffy,45
Moonie Marauder,this,45
Moony Marauder,Sergeant Fluffy,45
Moony Marauder,this,45
Diggory Harry,Hippolyte School,42
Moony,Quaffle,42
Diggory Harry,Queenie,41
Moonie Marauder,i,41
Moony Marauder,i,41
Moonie Marauder,Quaffle,40
Moony Marauder,Quaffle,40
Moony Marauder Fred,i,40
Prefect,i,40
Sergeant Fluffy,i,39
Fire,this,38
Queenie,i,38
Hippolyte School,i,34
Moony,Moony't,34
Diggory Harry,Fire,32
Fire,Moony,29
Moony,Quaffle le Préfet,28
Moony Marauder Fred,this,28
Arsène Fleur,Moony,27
Moonie Marauder,Quaffle le Préfet,27
Moony Marauder,Quaffle le Préfet,27
Prefect of Police,i,27
Arsène Fleur,i,25
Diggory Harry,Queenie School,25
Mr. Crimes,i,25
Mr. Crimes Bathilda,i,25
Prefect,this,25
Diggory Harry,i,24
Moony,Prefect,24
Deputy Chief Bellatrix,Moony,23
Moonie Marauder,Moony Marauder Fred,23
Quaffle le Président,i,23
Fire,Moonie Marauder,22
Fire,Moony Marauder,22
Moony Marauder,Moony Marauder Fred,22
Moony Marauder Fred,Sergeant Fluffy,21
Arsène Fleur,Moony Marauder Fred,20
Erumpent,i,20
Erumpent. Cursed,Moonie Marauder,20
Erumpent. Cursed,Moony,20
Erumpent. Cursed,Moony Marauder,20
Hippolyte School,this,20
Moonie Marauder,Prefect,20
Moony Marauder,Prefect,20
Quaffle,this,20
Diggory Harry,this,19
Prefect of Police,this,19
Deputy Chief Bellatrix,Moonie Marauder,18
Deputy Chief Bellatrix,Moony Marauder,18
Hippolyte School,Mr. Crimes,18
Hippolyte School,Mr. Crimes Bathilda,18
Arsène Fleur,this,17
Find,i,17
Major,Major Comte d'Astrignac,17
Moony Marauder Fred,Prefect,17
Chief Alastor,i,16
Draco,Hippolyte School,16
Fire,Queenie,16
Prefect,Sergeant Fluffy,16
Prisoner,i,16
Quaffle,Sergeant Fluffy,16
Quaffle le Préfet,this,16
Diggory Harry,Mr. Crimes Bathilda,15
Dudley,i,15
Erumpent,this,15
Erumpent. Cursed,this,15
Alastor Vérot,i,14
Arsène Fleur,Moonie Marauder,14
Chief Alastor,Chief Alastor And,14
Moony,Prefect of Police,14
Mr. Crimes Bathilda,this,14
Oliver. Secrets,this,14
Quaffle le Préfet,Sergeant Fluffy,14
Arsène Fleur,Moony Marauder,13
Dudley School,i,13
Fire,Prefect,13
Fire Secrets,this,13
Hippolyte School,Prisoner,13
Queenie,this,13
Queenie School,i,13
Angelina,Arsène Fleur,12
Arsène Fleur,Fire,12
Diggory Harry,Fire Secrets,12
Diggory Harry,Moony Marauder Fred,12
Diggory Harry,Oliver. Secrets,12
Erumpent. Cursed,i,12
Moony Marauder Fred,Prefect of Police,12
Moony Marauder Fred,Quaffle,12
Prefect,Quaffle,12
Alastor Vérot,this,11
Chief Alastor,Hippolyte School,11
Deputy Chief Bellatrix,this,11
Diggory Harry,Moony,11
Erumpent. Cursed,Quaffle,11
Fire,Hippolyte School,11
Fire,Sergeant Fluffy,11
Fire Secrets,Moony,11
Moony,Oliver. Secrets,11
Alastor Vérot,Hippolyte School,10
Bathilda case,Mr. Crimes Bathilda,10
Chief Alastor,this,10
Deputy Chief Bellatrix,Fire,10
Deputy Chief Bellatrix,i,10
Fire Secrets,i,10
Moonie Marauder,Prefect of Police,10
Moony Marauder,Prefect of Police,10
Moony Marauder Fred,Private Fred,10
Oliver. Secrets,i,10
don,this,10
Arsène Fleur,Diggory Harry,9
Chief Alastor,Mr. Crimes,9
Daddy Tonks,Hippolyte School,9
Deputy Chief Bellatrix,Prefect,9
Diggory Harry,Mr. Crimes,9
Draco,Dudley,9
Draco,Dudley School,9
Dudley,Mr. Crimes,9
Dudley School,Mr. Crimes,9
Erumpent,Moony,9
Erumpent,Sergeant Fluffy,9
Erumpent. Cursed,Fire,9
Erumpent. Cursed,Sergeant Fluffy,9
Fire,Quaffle,9
Hippolyte School,Prefect,9
Mr. Crimes Bathilda,Queenie,9
Alastor Vérot,Quaffle,8
Alastor Vérot,Quaffle le Préfet,8
Angelina,Prefect,8
Chief Alastor,Mr. Crimes Bathilda,8
Deputy Chief Bellatrix,Quaffle,8
Deputy Chief Bellatrix,Sergeant Fluffy,8
Draco,i,8
Dudley,Mr. Crimes Bathilda,8
Dudley,Queenie,8
Erumpent,Hippolyte School,8
Erumpent,Moonie Marauder,8
Erumpent,Moony Marauder,8
Fire Secrets,Moonie Marauder,8
Fire Secrets,Moony Marauder,8
Major,i,8
Moonie Marauder,Oliver. Secrets,8
Moony Marauder,Oliver. Secrets,8
Mr. Crimes,this,8
Prefect of Police,Sergeant Fluffy,8
