character1,character2,count
Charles Parker,a,91
Cousin Hallelujah Dawson,Miss Dawson,91
Alexandra Climpson,a,69
Miss Clara Whittaker,a,69
Cousin Hallelujah Mary,Miss Clara Whittaker,65
Bredon Delagardie Peter,a,61
Gerald Bredon Wimsey,a,60
Cousin Hallelujah Mary,Miss Mary Whittaker,57
Miss Clara Whittaker,Miss Mary Whittaker,57
Cousin Hallelujah Dawson,a,50
Nurse,a,41
Cousin Hallelujah Dawson,Miss Clara Whittaker,29
Miss Dawson,a,29
Cousin Hallelujah Mary,a,27
Gotobed Bertha,a,24
a,murder,23
Charles Parker,Gerald Bredon Wimsey,22
Cousin Hallelujah Dawson,Miss Agatha,22
Nurse,Nurse Forbes,22
Mrs. Forrest,a,21
Bertha Gotobed,Gotobed Bertha,20
Cousin Hallelujah,a,20
a,town,20
Miss Vera,Miss Vera Findlater,19
Miss Clara Whittaker,Miss Dawson,18
Bredon Delagardie Peter,Gerald Bredon Wimsey,17
J. Murbles,a,17
Miss Vera Findlater,a,17
Cousin Hallelujah Dawson,Miss Agatha Dawson,16
Miss Agatha,Miss Agatha Dawson,16
Miss Clara Whittaker,Miss Vera Findlater,16
Miss Mary Whittaker,a,16
Rev. Charles,Sir Charles,16
Nurse,Nurse Philliter,15
Bredon Delagardie Peter,Charles Parker,14
Cousin Hallelujah Dawson,Cousin Hallelujah Mary,13
Charles Parker,inspector,12
Evelyn Cropper,a,12
Alexandra Climpson,Gerald Bredon Wimsey,11
Dr. Edward Carr,a,11
a,god,11
a,self,11
Alexandra Climpson,Miss Clara Whittaker,10
Bunter,a,10
Cousin Hallelujah,Cousin Hallelujah Dawson,10
Gotobed Bertha,Miss Clara Whittaker,10
J. F. Trigg,a,10
Rev. Charles,a,10
Alexandra Climpson,Bredon Delagardie Peter,9
Bredon Delagardie Peter,Cousin Hallelujah Dawson,9
Charles Parker,Inspector Parker,9
Cousin Hallelujah Dawson,Miss Mary Whittaker,9
Inspector Parker,inspector,9
Miss Agatha,a,9
a,inspector,9
a,mark,9
Miss Agatha,Miss Clara Whittaker,8
Miss Agatha Dawson,a,8
Nurse Forbes,a,8
Ben Cobling,a,7
Bertha Gotobed,a,7
Gerald,a,7
Miss Clara Whittaker,Nurse,7
Mr. Probyn,a,7
a,ham,7
Ben,Ben Cobling,6
Bredon Delagardie Peter,Mother,6
Cousin Hallelujah Dawson,Nurse,6
Cousin Hallelujah Dawson,Simon,6
Cousin Hallelujah Mary,Miss Dawson,6
Cousin Hallelujah Mary,Miss Vera,6
Crofton,a,6
