canonical_name,alias_name
Miss Violet Smith,
Miss Violet Smith,Smith
Miss Violet Smith,Miss Smith
Miss Violet Smith,Violet Smith
Sherlock Holmes,
Sherlock Holmes,Holmes
Sherlock Holmes,Mr. Holmes
Archie Stamford,
Bob Carruthers,
Bob Carruthers,Carruthers
Bob Carruthers,Mr. Carruthers
Cyril Morton,
Jack Woodley,
Jack Woodley,Woodley
Jack Woodley,Mr. Woodley
James Smith,
Ralph Smith,
Mr. Williamson,
Mr. Williamson,Williamson
Mr. Busybody,
Miss Violet,
Mrs. Dixon,
Watson,
Peter,
Cyril,
john,
harden,
halloa,
george,
jingo,
farnham,
roaring,
kennedy,
