canonical_name,alias_name
John Carruthers Eckermann,
John Carruthers Eckermann,Carruthers Eckermann
John Carruthers Eckermann,Mr. Carruthers Eckermann
Sir Williams Eccles,
Mr. Downing Walters,
Godspeed Inspector,
Godspeed Inspector,Mr. Inspector
Sir Lucas Dolores,
Henderson Signor,
Henderson Signor,Signor
Godspeed Murillo,
Godspeed Murillo,Murillo
Godspeed Murillo,Mr. Murillo
Sherlock Garcia,
Sherlock Garcia,Garcia
Sherlock Garcia,Mr. Garcia
Scott Aloysius,
Scott Aloysius,Aloysius
Doyle Signor,
Jose Baynes,
Hudson Lee,
Esher Jove,
Esher Jove,Jove
James God,
Constable Signora,
Constable Signora,Signora
Constable Stone,
Constable Stone,Stone
Mr. Harringby,
Mr. Harringby,Harringby
Mr. Godspeed,
Mrs. Holmes,
Miss Lodge,
Miss Lodge,Lodge
Dr. Arthur,
Dr. Arthur,Arthur
Sherlock,
Wisteria,
Durando,
Brannan,
George,
Lopez,
David,
John,
Juan,
Don,
watson,
gregson,
melville,
ffolliott,
hynes,
marx,
burnet,
warner,
rulli,
