character1,character2,count
Colonel,Colonel Hufflepuff,114
Charles Lovegood,Miss Lovegood,42
Sir Dumbledore,Sir Dumbledore Tina,34
Charles Lovegood,Diggory Lovegood,32
Charles Lovegood,Miss Diggory,32
Diggory Lovegood,Miss Diggory,32
Puffskein,Puffskein Alastor,26
Granger Malfoy,Sir Dumbledore,11
Colonel,Sir Dumbledore,9
Lucius,Lucius girl,9
Clever Halfblood,Colonel,8
Colonel Hufflepuff,Miss Diggory,8
Colonel Hufflepuff,Mrs. Wizardry Bellatrix,8
Colonel Hufflepuff,Sir Dumbledore,8
Miss Katie,Rev. Viktor Ollivander,8
Colonel,Mrs. Wizardry Bellatrix,7
Dursley,Granger Malfoy,7
Aberforth Harold Fluffy,Sir Prisoner,6
Aberforth Harold Fluffy,Sir Prisoner Fluffy,6
Clever Halfblood,Colonel Hufflepuff,6
Miss Katie,Ollivander-Katie,6
Ollivander-Katie,Rev. Viktor Ollivander,6
Puffskein,Puffskein Hallows,6
Puffskein,long,6
Sir Prisoner,Sir Prisoner Fluffy,6
Colonel,Granger Malfoy,5
Miss Katie,Sir Dumbledore,5
Sir Dumbledore,long,5
Aberforth,Aberforth Harold Fluffy,4
Aberforth Harold Fluffy,Puffskein Hallows,4
Charles Lovegood,Rev. Viktor Ollivander,4
Clever Halfblood,Sir Dumbledore,4
Colonel Hufflepuff,Granger Malfoy,4
Granger Malfoy,long,4
Madame Keeper,long,4
Puffskein Alastor,Sir Dumbledore,4
Puffskein Alastor,long,4
Chudley,Granger Malfoy,3
Clever Halfblood,Miss Diggory,3
Clever Halfblood,long,3
Colonel,Miss Diggory,3
Colonel,Puffskein,3
Colonel,long,3
Colonel Hufflepuff,Puffskein,3
Cursed,Granger Malfoy,3
Granger Malfoy,Miss Diggory,3
L. B. Lee,Madame Keeper,3
Aberforth Harold Fluffy,Young Fluffy,2
Arthur,Arthur Andromeda,2
Arthur Andromeda,Miss Katie,2
Charles Lovegood,Professor Lovegood,2
Chudley,L. B. Lee,2
Clever Halfblood,Granger Malfoy,2
Clever Halfblood,Halfblood Bellatrix,2
Clever Halfblood,Mrs. Wizardry Bellatrix,2
Colonel,Howler Grünberg,2
Colonel,Rhodesian,2
