canonical_name,alias_name
Honourable Miss Harris,
Honourable Miss Harris,Harris
Honourable Miss Harris,Miss Harris
Baron de Carjorac,
THOMAS W. HANSHEW,
Annie R. McGuire,
Miss Bradbury Sarandon,
Miss Bradbury Sarandon,Sarandon
Miss Bradbury Sarandon,Miss Sarandon
Miss Bradbury Sarandon,Bradbury Sarandon
Miss Harris Benning,
Miss Harris Benning,BENNING
Miss Harris Benning,Benning
Mr. Kauffman O'neal,
Mr. Kauffman O'neal,O'neal
Mr. Kauffman O'neal,Mr. O'neal
Mr. Kauffman O'neal,Kauffman O'neal
Sir Zhang Hathaway,
Sir Zhang Hathaway,Zhang Hathaway
Sir Zhang Hathaway,SIR ZHANG HATHAWAY
Sir Zhang Hathaway,SIR Zhang Hathaway
Mr. Armstrong Cruz,
Mr. Armstrong Cruz,Cruz
Mr. Armstrong Cruz,Mr. Cruz
Lady Brown Harris,
Lady Brown Harris,LADY BROWN HARRIS
Mr. Turner Parker,
Mr. Turner Parker,Mr. Parker
Mr. Turner Parker,Turner Parker
Jason Mcconaughey,
Jason Mcconaughey,MCCONAUGHEY
Jason Mcconaughey,Mcconaughey
Miss Ellis Harris,
Miss Ellis Harris,Ellis Harris
Criss Washington,
Sir Nixon Blythe,
Ziegler Travolta,
Hamilton Benning,
Lieutenant Gable,
Lieutenant Gable,Mr. Gable
Kidman Reynolds,
Watanabe' lumme,
Watanabe' lumme,Watanabe Lumme
Connelly Dookie,
Connelly Dookie,Dookie
Connelly Dookie,Mr. Dookie
Mr. Behar Quaid,
Mr. Behar Quaid,Quaid
Mr. Behar Quaid,Behar Quaid
Chastain Quaid,
Aniston Wright,
Miss Dano Adam,
Miss Dano Adam,Adam
Miss Dano Adam,Miss Adam
Miss Dano Adam,Dano Adam
Hindoo priests,
Mr. Bach Adam,
Mr. Bach Adam,Mr. Adam
Mr. Bach Adam,Bach Adam
Elsie McBride,
Elsie McBride,Mrs. McBride
Criss Winslet,
Snaky Jordan,
Snaky Jordan,Jordan
Criss Corbin,
Tatum Walken,
Harris Court,
Mullen Quaid,
Lord Harris,
Lord Harris,LORD HARRIS
Master Bach,
Master Bach,Bach
CRISS MERYL,
Aunt Ellis,
Aunt Ellis,Miss Ellis
Superintendent Cruz,
Superintendent Cruz,SUPERINTENDENT CRUZ
CONSTABLE ROBERTS,
Inspector O'neal,
DOCTOR Knopfler,
DOCTOR Knopfler,Knopfler
DOCTOR Knopfler,Dr. Knopfler
Professor Behar,
Professor Behar,Behar
Watanabe-lumme,
Mr. Cl--O'neal,
Mrs. So-and-So,
Lady Hathaway,
Christenson,
Mr. Ashley,
Mr. Ashley,Ashley
Mrs. Berry,
Lady Brown,
Lady Brown,Brown
Mr. Paley,
Mr. Paley,Paley
Mr. Swift,
Mr. Swift,Swift
Eisenberg,
Sir Zhang,
Sir Zhang,Zhang
Miss Dano,
Miss Dano,Dano
Channing,
Dicaprio,
Bradbury,
Chastain,
Phillips,
Connelly,
Dr. Adam,
Mcgregor,
Watanabe,
Brosnan,
Brenton,
Bullock,
Redford,
Guv'nor,
DOLLOPS,
Costner,
O'BRIEN,
Miss Br,
Bassey,
Oldman,
Mullen,
Rourke,
Carrey,
Madame,
PETRIE,
Downey,
Maxell,
Devine,
Edgar,
Heard,
Smith,
Tatum,
Benni,
Blake,
Sheen,
Kline,
Perry,
Ronan,
Jason,
Depp,
Aunt,
Zeta,
Zeta,ZETA
Mcgr,
Lord,
Zane,
Page,
Rock,
Cage,
mary,
e,
cheyne,
cleek,
cracksman,
narkom,
lennard,
hammond,
margaret,
jennifer,
wynne,
bobby,
james,
verrall,
maverick,
lor,
ailsa,
lorne,
deland,
debrett,
peggy,
romeo,
juliet,
marion,
superintendent,
gunga,
dall,
timms,
jim,
constable,
shadows,
margot,
von,
henri,
elise,
malone,
george,
headland,
shallcott,
john,
aggie,
beland,
auntie,
woodward,
hupper,
jove,
meg,
emperor,
humm,
case,
don,
giovanni,
jack,
robinson,
horace,
wyvern,
hampton,
graves,
mater,
jock,
policeman,
jenny,
beauty,
hullo,
humn,
gawd,
brahma,
clheadland,
gad,
coroner,
jimmy,
sam,
sammy,
yessir,
shiva,
jen,
mother,
