character1,character2,count
Harris Court,Honourable Miss Harris,92
Connelly,Connelly Dookie,41
Honourable Miss Harris,Lady Brown,35
Honourable Miss Harris,Miss Harris Benning,31
Miss Harris Benning,Mr. Armstrong Cruz,28
Mcgregor,Miss Harris Benning,26
Lady Brown,Miss Harris Benning,22
Miss Dano,Miss Dano Adam,22
Bradbury,Miss Harris Benning,21
Miss Harris Benning,Sir Zhang,21
Sir Zhang,Sir Zhang Hathaway,21
Master Bach,Miss Dano Adam,19
Lady Brown,Sir Zhang,18
Master Bach,Mr. Bach Adam,18
Miss Dano Adam,Mr. Bach Adam,18
Honourable Miss Harris,Lady Brown Harris,16
Lady Brown,Lady Brown Harris,16
Heard,Miss Harris Benning,15
Harris Court,Miss Harris Benning,14
Miss Dano Adam,Miss Harris Benning,14
Miss Harris Benning,superintendent,14
Connelly Dookie,Miss Harris Benning,13
Honourable Miss Harris,Sir Zhang,13
Mr. Behar Quaid,Professor Behar,13
Honourable Miss Harris,don,12
Bradbury,Miss Bradbury Sarandon,11
Lady Hathaway,Miss Harris Benning,11
Miss Dano,Miss Harris Benning,11
Miss Harris Benning,case,11
Miss Bradbury Sarandon,Miss Harris Benning,9
Connelly,Miss Harris Benning,8
DOCTOR Knopfler,Miss Harris Benning,8
Lady Brown,don,8
Lady Hathaway,Sir Zhang,8
Miss Dano,Sir Zhang,8
Mr. Armstrong Cruz,superintendent,8
Sir Zhang,don,8
Bradbury,Lady Hathaway,7
Honourable Miss Harris,Lady Hathaway,7
Honourable Miss Harris,Mr. Behar Quaid,7
Jason,Jason Mcconaughey,7
Lady Hathaway,Miss Dano,7
Miss Harris Benning,don,7
Aunt,Lady Brown,6
Cage,Lady Brown,6
Connelly Dookie,Honourable Miss Harris,6
Heard,Honourable Miss Harris,6
Lady Brown,Miss Bradbury Sarandon,6
Lady Hathaway,Mr. Turner Parker,6
Mr. Turner Parker,Sir Zhang,6
Rourke,don,6
Aunt,Aunt Ellis,5
Bradbury,Lady Brown,5
Cage,don,5
Harris Court,Mcgregor,5
Honourable Miss Harris,Lord,5
Honourable Miss Harris,Mcgregor,5
Honourable Miss Harris,Sir Zhang Hathaway,5
