node,is_victim,pagerank,victim_connection_weight,degree,strength
Black Kalyani Anirudh,0,0.04204973341287194,2,1,2.0
Captain Kalyani Anirudh,1,0.15082370071892612,0,6,8.0
Captain Sagar,0,0.022168725502092777,0,1,1.0
Duke of Holdernesse,0,0.022168725502092777,0,1,1.0
Harpooner,0,0.02602486670643597,1,1,1.0
Jaya,0,0.04204973341287194,2,1,2.0
Karun,0,0.06666666666666667,0,1,1.0
Mr. Ranjan Aparna,0,0.042858395467023656,1,2,2.0
Mukesh,0,0.02683352876058769,0,1,1.0
Neha,0,0.079217186830733,1,4,4.0
Shafaq,0,0.06666666666666667,0,1,1.0
Shalu,0,0.06666666666666667,0,1,1.0
Sherlock Vinay,0,0.17178893300295536,1,5,12.0
Stanley Raghav,0,0.10734980401674221,0,1,8.0
tut,0,0.06666666666666667,0,1,1.0
