character1,character2,count
Shortland,Shortland Beryl,98
Cousin Biggs,Miss Biggs,49
Miss Nita,Shortland Beryl,45
Richard,Richard Harold,32
Cousin Ahri,Eleanor Miranda,27
Cousin Biggs,Miss Biggs Eleanor,26
Miss Nita,Nita Anita,24
Ahri Miranda,Cousin Ahri,23
Ahri Miranda,Eleanor Miranda,23
Miss Nita,Richard,18
Miss Nita,Richard Harold,17
Bacon Morris,Mr. Bacon,16
Eleanor Miranda,Shortland Beryl,16
Cousin Biggs,Miss Nita,15
Eleanor Miranda,Miss Nita,15
Miss Biggs Eleanor,Shortland Beryl,15
Miss Nita,Shortland,15
Cousin Ahri,Miss Nita,14
Eleanor Miranda,Miss Biggs Eleanor,14
Miss Biggs Eleanor,Miss Nita,14
Nita Anita,Shortland Beryl,14
Shortland Beryl,Tom Polly,14
G Vic,Nita Anita,13
Miss Biggs,Miss Biggs Eleanor,13
Miss Biggs Eleanor,Nita Anita,13
Mr. Wells,Wells E.,13
Richard Harold,Shortland Beryl,13
G Vic,Miss Biggs Eleanor,11
Cousin Ahri,Shortland Beryl,10
G Vic,Shortland Beryl,10
Cousin Biggs,Lady Biggs,9
Maurice Xv,Sappho,8
Billy,Eleanor Miranda,7
G Vic,Richard Harold,7
Hammond,Robins,7
Miss Biggs Eleanor,Richard Harold,7
Cousin Biggs,Richard Harold,6
Eleanor Miranda,Richard Harold,6
Eleanor Miranda,Shortland,6
Maurice Xv,Shortland Beryl,6
Miss Biggs Eleanor,Mr. Wells,6
Miss Nita,Sappho,6
Richard,Shortland Beryl,6
Ahri Miranda,Miss Nita,5
Cousin Ahri,Shortland,5
Cousin Biggs,Richard,5
Cousin Biggs,Shortland Beryl,5
Detective Polly,Tom Polly,5
Maurice Xv,Miss Biggs Eleanor,5
Miss Nita,Mr. Wells,5
Richard Harold,Sappho,5
Richard Harold,Tom Polly,5
Ahri Miranda,Shortland,4
Ahri Miranda,Shortland Beryl,4
Billy,Miss Nita,4
Billy,Shortland Beryl,4
Carr,Miss Biggs Eleanor,4
Eleanor Miranda,Nita Anita,4
G Vic,Miss Nita,4
G Vic,Richard,4
Miss Biggs,Richard Harold,4
Miss Biggs Eleanor,Sappho,4
Miss Biggs Eleanor,Shortland,4
