canonical_name,alias_name
Charles X Stork,
G. E. MITTON,
G. E. MITTON,Mitton
E. L. Henry,
Edward Burne-Jones,
Desjardins Michael,
Miss Biggs Eleanor,
Miss Biggs Eleanor,Eleanor
Miss Biggs Eleanor,Miss Eleanor
Miss Biggs Eleanor,Biggs Eleanor
Jastrow Ditchling,
Pollypops Ingelow,
Humphreys Cousin,
Burnejones Grace,
Desjardins Lewis,
SIR Stork Ingram,
Shortland Beryl,
Shortland Beryl,Beryl
Shortland Beryl,Mr. Beryl
Lucy Carrington,
Woodrow William,
Gamaliel Arthur,
Benjamin Octavo,
Desjardins Kunz,
Desjardins Kunz,Dr. Kunz
Eleanor Miranda,
Eleanor Miranda,Miranda
Eleanor Miranda,Mr. Miranda
Franklin Taylor,
Paulines Mawson,
Widdemer Nixie,
Richard Harold,
Richard Harold,Harold
Richard Harold,Mr. Harold
Lincoln Steele,
Fortune Mawson,
Elizabeth Jove,
Rackham Edmund,
Boudoir Robert,
Boudoir Robert,Robert
Pitts Fleming,
Boudoir Henry,
Joseph Mawson,
Maurice Xxiii,
Maurice Xxiii,MAURICE Xxiii
Arthur Towzer,
Arthur Towzer,Mrs. Towzer
Mardi Carolyn,
Kirk Lockhart,
Stephen Hardy,
Stephen Hardy,Hardy
Stephen Hardy,Mr. Hardy
Bacon Morris,
Bacon Morris,Morris
Bacon Morris,Mr. Morris
Fortune Hume,
Ahri Miranda,
Wills Stuart,
Cousin Biggs,
Cousin Biggs,Biggs
Miss Biggs,
Lady Biggs,
Johanna Troy,
Stone Moore,
Cousin Ahri,
Cousin Ahri,Ahri
Nita Anita,
Nita Anita,Anita
Nita Anita,Miss Anita
Caroline X,
Snake Mark,
Snake Mark,Miss Mark
Maurice Xv,
Maurice Xv,Xv
Maurice Xv,Xv'
Xiii Gray,
S Stephen,
Tom Polly,
Tom Polly,Polly
Detective Polly,
Mr. Polly,
F Towzer,
Bimbi A.,
Lucy Mac,
Tom Anne,
Wells E.,
Wells E.,Mr. E
Wells E.,Wells E
Jane Lo,
G Vic,
G Vic,Vic
G Vic,Miss Vic
F. S.,
Doctor Yarborough,
Doctor Yarborough,Dr. Yarborough
Inspector Antony,
Mrs. MacDonald,
Mrs. MacDonald,MacDonald
Mrs. MacDonald,Macdonald
Mrs. Cleopatra,
Sergeant God,
MRS. Seawell,
Doctor Helen,
Doctor Helen,Helen
Doctor Helen,Dr. Helen
Miss Dickens,
Miss Dudley,
Miss Walter,
Miss Walter,Walter
Mrs. Loria,
Mrs. Loria,Loria
Molesworth,
Mr. Bacon,
Mr. Bacon,Bacon
Mrs. John,
Mrs. John,John
Mr. Wells,
Mr. Wells,Wells
Elisabeth,
Miss Nita,
Miss Nita,Nita
Shortland,
Dr. Xxii,
Whistler,
Boardman,
Mr. Milo,
Jeffries,
Pauline,
Coroner,
Richard,
Estelle,
Woodrow,
Douglas,
Tongues,
Higgins,
Wharton,
Charles,
Hammond,
Raphael,
Robins,
Sappho,
Fergus,
George,
Tyler,
Stone,
Billy,
Heidi,
Ralph,
Mr. L,
Flake,
Ouida,
Carr,
Mary,
Burt,
Xx,
hutcheson,
gayle,
hoskins,
bates,
haviland,
frayne,
charlier,
henri,
illsley,
haskins,
stanton,
iv,
scofield,
brunt,
raffles,
inspector,
frothingham,
viii,
clues,
xii,
madonna,
frenchy,
matthews,
price,
ethel,
marie,
antoinette,
stoort,
j,
companys,
walton,
mabel,
wilson,
pennell,
jr,
washington,
penn,
walsh,
barbour,
h,
holloway,
allan,
vernon,
spyri,
maria,
hewlett,
neitschean,
sabatini,
bruce,
frederick,
lutz,
marsh,
margaret,
molly,
therese,
tayler,
anderson,
eberlein,
thomas,
phebe,
jean,
