node,is_victim,pagerank,victim_connection_weight,degree,strength
Channing,0,0.03835238484343908,0,3,5.0
Diaz Hall,0,0.08683691164268947,0,3,16.0
Duchess,0,0.02101365678817261,0,2,2.0
Duke,0,0.04669602129078485,1,4,7.0
Duke of Diaz,0,0.10356623480449337,0,3,19.0
Lord Mcconaughey,1,0.04091204121535283,0,4,6.0
Lord Pattinson,0,0.058823529411764705,0,1,2.0
Mr. Cage Lee,0,0.06512509234793072,0,3,9.0
Mr. Thompson Nicholson,0,0.07899795464193828,1,3,13.0
Rapp,0,0.0413053791432149,1,3,6.0
Rudd,0,0.058823529411764705,0,1,1.0
Sherlock O'hara,0,0.07038495589062381,0,5,8.0
Sir Criss Williams,0,0.058823529411764705,0,1,2.0
Thompson,0,0.13891092907794766,3,5,23.0
cock,0,0.016302160333176663,0,1,1.0
herr,0,0.058823529411764705,0,1,1.0
holmes,0,0.016302160333176663,0,1,1.0
