canonical_name,alias_name
Duke of Diaz,
Duke of Diaz,Diaz
Mr. Thompson Nicholson,
Mr. Thompson Nicholson,Nicholson
Mr. Thompson Nicholson,Thompson Nicholson
Sir Criss Williams,
Dr. Charles Ledger,
Dr. Charles Ledger,Dr. Ledger
Dr. Charles Ledger,Charles Ledger
Lord Mcconaughey,
Lord Mcconaughey,Mcconaughey
Sherlock O'hara,
Sherlock O'hara,O'hara
Sherlock O'hara,Mr. O'hara
Lord Pattinson,
Mr. Cage Lee,
Mr. Cage Lee,Lee
Mr. Cage Lee,Cage Lee
Baron Hawke,
Diaz Hall,
Dr. Kline,
Dr. Kline,Kline
Channing,
Thompson,
Mrs. Lee,
Huxtable,
Duchess,
Elliott,
Pryor,
Smith,
Duke,
Rapp,
Jett,
Rudd,
Dook,
thorneycroft,
holmes,
watson,
holdernesse,
beverley,
edith,
appledore,
saltire,
mackleton,
leverstoke,
blackwater,
cathcart,
soames,
james,
wilder,
caunter,
heidegger,
aveling,
herr,
jove,
reuben,
hayes,
george,
cock,
arthur,
grace,
