character1,character2,count
Kreacher Agnes And,Monsieur Luna,92
Kreacher Agnes And,Monsieur Vernon,76
Kreacher Agnes And,Wizarding,65
Kreacher Agnes And,Mr. Wizarding And,61
Mr. Wizarding And,Wizarding,61
Kreacher Agnes And,Tom Patronus,60
Kreacher Agnes And,Monsieur Vernon Hat,49
Monsieur Vernon,Monsieur Vernon Hat,40
Monsieur Vernon Hat,Scorpius,36
Monsieur Vernon Hat,Scorpius Hat,35
Scorpius,Scorpius Hat,35
Kreacher Agnes And,Parvati Petunia,34
Kreacher Agnes And,Tom Fenrir,32
Tom,Tom Patronus,31
Kreacher Agnes And,Scorpius,29
Kreacher Agnes And,Monsieur Moony,25
Kreacher Agnes And,Snape,19
Monsieur Moony,Monsieur Vernon Hat,18
Monsieur Moony,Mr. Moony Hat,17
Monsieur Vernon Hat,Mr. Moony Hat,17
Parvati,Parvati Petunia,17
Kreacher Agnes And,Tom,14
Coroner,Kreacher Agnes And,12
Kreacher Agnes And,Parvati,12
Monsieur Luna,Monsieur Vernon,12
Kreacher Agnes And,Scorpius Hat,11
Detective-Inspector Keeper,Kreacher Agnes And,10
Dr. Ginny,Kreacher Agnes And,10
Monsieur Vernon,Parvati Petunia,10
Detective-Inspector Keeper,Monsieur Luna,9
Monsieur Luna,Parvati Petunia,9
Monsieur Vernon Hat,Tom Patronus,9
Snape,Snape Court,9
Aunt Kreacher,Kreacher Agnes And,8
Hercule Luna,Monsieur Luna,8
Kreacher Agnes And,Sir Nymphadora,8
Monsieur Moony,Monsieur Vernon,8
Elizabeth Tina,Kreacher Agnes And,7
Kreacher Agnes And,Lady Cattermole,7
Kreacher Agnes And,Monsieur Binns,7
Monsieur Luna,Monsieur Vernon Hat,7
Monsieur Luna,Tom Fenrir,7
Monsieur Vernon,Scorpius,7
Sir Nymphadora,Sir Nymphadora Minerva,7
Gryffindor,Kreacher Agnes And,6
Monsieur Luna,Monsieur Moony,6
Monsieur Moony,Tom Patronus,6
Acromantula,Kreacher Agnes And,5
Detective-Inspector Keeper,Superintendent Crumplehorn,5
Dr. Ginny,Monsieur Luna,5
Dr. Ginny,Monsieur Vernon,5
Kreacher Agnes And,Riddle,5
Kreacher Agnes And,Rubeus,5
Kreacher Agnes And,Superintendent Crumplehorn,5
Monsieur Vernon Hat,Tom,5
Mr. Wizarding And,Parvati Petunia,5
Parvati Petunia,Wizarding,5
Patronus Manticore,Tom Patronus,5
Rubeus,Tom Patronus,5
Elizabeth Tina,Monsieur Vernon,4
Farmer Ron,Kreacher Agnes And,4
Kreacher Agnes And,Pettigrew,4
Kreacher Agnes And,_Mon ami_,4
Monsieur Luna,Superintendent Crumplehorn,4
Monsieur Luna,Tom Patronus,4
Monsieur Vernon,Mr. Wizarding And,4
Monsieur Vernon,Tom Patronus,4
Monsieur Vernon,Wizarding,4
Aberforth,Monsieur Vernon Hat,3
Hercule Luna,Kreacher Agnes And,3
Kreacher Agnes And,Patronus Manticore,3
Kreacher Agnes And,Snape Court,3
Monsieur Binns,Monsieur Vernon,3
Monsieur Luna,_Mon ami_,3
Scorpius,Tom Patronus,3
Aberforth,Monsieur Moony,2
Aberforth,Mr. Moony Hat,2
Acromantula,Monsieur Vernon,2
Aunt Kreacher,Kreacher Inglethorpe,2
Aunt Kreacher,Mr. Wizarding And,2
Aunt Kreacher,Wizarding,2
Dr. Ginny,Monsieur Moony,2
Dr. Neville,Kreacher Agnes And,2
Elizabeth Tina,Monsieur Vernon Hat,2
Fleur Luna,Monsieur Luna,2
Kreacher Agnes And,Sir Nymphadora Minerva,2
Kreacher Agnes And,Teddy Earl,2
Monsieur Binns,_Mon ami_,2
Monsieur Luna,Mr. Wizarding And,2
Monsieur Luna,Parvati,2
Monsieur Luna,Scorpius,2
Monsieur Luna,Snape,2
Monsieur Luna,Wizarding,2
Monsieur Moony,Mr. Wizarding And,2
Monsieur Moony,Scorpius,2
Monsieur Moony,Tom,2
Monsieur Moony,Wizarding,2
Monsieur Vernon,Mr. Moony Hat,2
Monsieur Vernon,Parvati,2
Monsieur Vernon,Pettigrew,2
Monsieur Vernon,Tom Fenrir,2
Mr. Wizarding And,Parvati,2
Mr. Wizarding And,Scorpius,2
Parvati,Wizarding,2
Parvati Petunia,Tom Patronus,2
Scorpius,Snape,2
Scorpius,Wizarding,2
Scorpius Hat,Tom Patronus,2
Aberforth,Kreacher Agnes And,1
Acromantula,Monsieur Luna,1
Acromantula,Teddy Earl,1
Acromantula,Tom Fenrir,1
Albert Regulus,Coroner,1
Albert Regulus,Scorpius,1
Albert Regulus,Umbridge,1
Aunt Kreacher,Farmer Ron,1
Aunt Kreacher,Monsieur Vernon,1
Aunt Kreacher,Monsieur Vernon Hat,1
Aunt Kreacher,Parvati,1
Aunt Kreacher,Parvati Petunia,1
Aunt Kreacher,Tom Patronus,1
Basilisk,Lady Cattermole,1
Cho Tonks,Snape,1
Coroner,Monsieur Luna,1
Coroner,Mr. Wizarding And,1
Coroner,Parvati Petunia,1
Coroner,Tom Fenrir,1
Coroner,Wizarding,1
Detective-Inspector Keeper,Monsieur Vernon,1
Detective-Inspector Keeper,Snape,1
Dr. Ginny,Dr. Neville,1
Dr. Ginny,Scorpius,1
Dr. Ginny,Snape,1
Elizabeth Tina,Lady Cattermole,1
