canonical_name,alias_name
Mr. Joseph Harrison,
Mr. Joseph Harrison,Harrison
Mr. Joseph Harrison,Mr. Harrison
Mr. Joseph Harrison,Joseph Harrison
Monsieur Dubuque,
Mr. Percy Phelps,
Mr. Percy Phelps,Phelps
Mr. Percy Phelps,Mr Phelps
Mr. Percy Phelps,Percy Phelps
Sherlock Holmes,
Sherlock Holmes,Holmes
Sherlock Holmes,Mr. Holmes
Charles Gorot,
Charles Gorot,Gorot
Miss Harrison,
Dr. Ferrier,
Mr. Forbes,
Mr. Forbes,Forbes
Holdhurst,
Charles,
Tadpole,
Watson,
Joseph,
Tangey,
Percy,
Annie,
briarbrae,
woking,
jh,
god,
tut,
hudson,
