character1,character2,count
Aamir Mithun,Mr. Manan,7
Aamir,Aamir Mithun,4
Aamir Mithun,Mr. Rajkummar,4
Gauri Tanisha,Miss Urmila Tanisha,4
Miss Urmila Tanisha,Urmila,4
Mr. Manan,Mr. Rajkummar,4
Aamir,Mr. Manan,2
Richa,Richa Sanjay,2
Gauri Tanisha,Mr. Manan,1
Jaya Rajeev,Neha,1
Karthik Shalu,Mr. Sameer Reema,1
Miss Urmila Tanisha,Mr. Manan,1
Miss Urmila Tanisha,Neha,1
Miss Urmila Tanisha,Richa,1
Miss Urmila Tanisha,Richa Sanjay,1
Miss Urmila Tanisha,Sania Tanisha,1
Miss Urmila Tanisha,Vishal,1
Mr. Sameer Reema,Neha,1
Mr. Sameer Reema,Richa,1
Mr. Sameer Reema,Richa Sanjay,1
Mr. Sameer Reema,Saajan Reema,1
Richa,Urmila,1
Richa,Vishal,1
Richa Sanjay,Urmila,1
Richa Sanjay,Vishal,1
Ritesh,Urmila,1
Urmila,Vishal,1
