canonical_name,alias_name
Miss Urmila Tanisha,
Miss Urmila Tanisha,Tanisha
Miss Urmila Tanisha,Miss Tanisha
Miss Urmila Tanisha,Urmila Tanisha
Mr. Sameer Reema,
Mr. Sameer Reema,Reema
Mr. Sameer Reema,Mr. Reema
Mr. Sameer Reema,Sameer Reema
Gauri Tanisha,
Karthik Shalu,
Sania Tanisha,
Aamir Mithun,
Aamir Mithun,Mithun
Aamir Mithun,Mr. Mithun
Saajan Reema,
Richa Sanjay,
Richa Sanjay,Sanjay
Jaya Rajeev,
Mr. Rajkummar,
Mr. Rajkummar,Rajkummar
Mrs. Roshan,
Mr. Manan,
Mr. Manan,Manan
Shriman,
Ritesh,
Urmila,
Surbhi,
Aamir,
Richa,
Neha,
Amol,
Alok,
Zeeshan.,
Mayank,
Vishal,
