character1,character2,count
Dolores,Dolores Jack,3
Dolores,Mr. Harvey Jack,3
Dolores Jack,Mr. Harvey Jack,3
Dr. Michael,SHERLOCK Morrison,3
Ferguson,god,3
Mr. Harvey Jack,SHERLOCK Morrison,2
Mr. Harvey Jack,god,2
Bob,hammersmith,1
Carlo,Lamberley,1
Dr. Michael,Victor Dodd,1
Dr. Michael,god,1
Ferguson,Mr. Harvey Jack,1
Jacky,Mr. Harvey Jack,1
Jacky,SHERLOCK Morrison,1
Lamberley,Mr. Harvey Jack,1
Lamberley,SHERLOCK Morrison,1
Mr. Harvey Jack,Mrs. Vittoria,1
SHERLOCK Morrison,Sherlock,1
SHERLOCK Morrison,Victor Dodd,1
Sherlock,Vanderbilt,1
mason,watson,1
