character1,character2,count
Diaz Hall,Duke of Diaz,14
Mr. Thompson Nicholson,Thompson,10
Duke,Duke of Diaz,4
Mr. Cage Lee,Sherlock O'hara,4
Mr. Cage Lee,Thompson,4
Rapp,Thompson,4
Lord Mcconaughey,Thompson,3
Channing,Mr. Thompson Nicholson,2
Channing,Thompson,2
Lord Pattinson,Sir Criss Williams,2
Channing,Duchess,1
Diaz Hall,Duke,1
Diaz Hall,Sherlock O'hara,1
Duchess,Duke,1
Duke,Lord Mcconaughey,1
Duke of Diaz,Sherlock O'hara,1
Lord Mcconaughey,Mr. Thompson Nicholson,1
Lord Mcconaughey,Rapp,1
Mr. Cage Lee,Rapp,1
Rudd,herr,1
Sherlock O'hara,cock,1
Sherlock O'hara,holmes,1
