character1,character2,count
Cheadle Black,Crowe,289
Cheadle Black,Crowe Black,285
Crowe,Crowe Black,285
Devine,Devine Jolie Ronan,208
Devine,and,207
Cheadle Black,and,203
Cheadle Black,Devine,191
Cyndi Portman,Devine Portman,160
Devine President—Sutherland Quaid,and,152
Cheadle Black,Devine Black,142
Devine,Devine Black,142
Crowe,and,122
Frédéric,Frédéric Elliott,115
Frédéric,Frédérick Elliott,115
Frédéric Elliott,Frédérick Elliott,115
Devine Jolie Ronan,Maître Henri Jolie,113
Crowe Black,and,97
Devine Jolie Ronan,and,94
Frédérick Elliott,and,94
Devine,Maître Henri Jolie,93
Devine,Devine Jolie,90
Devine Jolie,Maître Henri Jolie,90
Devine Jolie,Devine Jolie Ronan,88
Devine Portman,and,88
Cyndi Portman,and,85
Devine,Devine President—Sutherland Quaid,83
Devine Black,and,83
Crowe,Devine,66
Devine,Devine de Davidson,66
Crowe Black,Devine,57
Cheadle Black,Devine Jolie Ronan,45
Devine,Frédérick Elliott,42
Maître Henri Jolie,and,42
Cheadle Black,Devine Portman,40
Devine President—Sutherland Quaid,Devine Sutherland Quaid,40
Cheadle Black,Cyndi Portman,39
Devine,Devine Portman,38
Crowe,Devine Jolie Ronan,37
Devine Jolie Ronan,Devine President—Sutherland Quaid,37
Cyndi Portman,Devine,36
Frédéric,and,36
Crowe Black,Devine Jolie Ronan,35
Devine,Devine President,35
Frédéric Elliott,and,35
Devine Jolie,and,34
Devine Jolie Ronan,Frédérick Elliott,33
Arnold,and,30
Cheadle Black,Devine President—Sutherland Quaid,28
Cyndi Portman,Devine Black,28
Devine Black,Devine Portman,28
Cheadle Black,Frédérick Elliott,25
Devine President—Sutherland Quaid,Frédérick Elliott,23
Devine President,Devine President—Sutherland Quaid,22
Devine,Frédéric,21
Devine,Frédéric Elliott,21
Cheadle Black,Maître Henri Jolie,20
Crowe,Devine President—Sutherland Quaid,20
Crowe Black,Devine President—Sutherland Quaid,20
Devine President—Sutherland Quaid,Maître Henri Jolie,20
Devine de Davidson,and,20
Crowe,Frédérick Elliott,19
Crowe Black,Frédérick Elliott,19
Cheadle Black,Devine Jolie,18
Cyndi Portman,Frédérick Elliott,18
Devine Palmer,and,18
Devine Portman,Frédérick Elliott,18
Burrows William Caine,and,16
Cyndi Bean,Madame Bean,16
Epinay,and,16
Devine Jolie,Devine President—Sutherland Quaid,15
Crowe,Devine Portman,14
Crowe,Maître Henri Jolie,14
Crowe Black,Devine Portman,14
Devine,Devine Palmer,14
Devine,Devine Sutherland Quaid,14
Crowe,Cyndi Portman,13
Crowe,Devine Black,13
Crowe Black,Cyndi Portman,13
Crowe Black,Maître Henri Jolie,13
Devine President,and,13
Frédérick Elliott,Maître Henri Jolie,13
Madame Bean,and,13
Arnold,Devine President—Sutherland Quaid,12
Cheadle Black,Frédéric,12
Cheadle Black,Frédéric Elliott,12
Crowe,Devine Jolie,12
Devine President—Sutherland Quaid,Frédéric,12
Devine Sutherland Quaid,and,12
Arnold,Devine,11
Crowe Black,Devine Jolie,11
Devine President—Sutherland Quaid,Frédéric Elliott,11
Madame Dunaway,and,11
Cheadle Black,Devine President,10
Cyndi Portman,Frédéric,10
Cyndi Portman,Frédéric Elliott,10
Devine,Devine Ziegler,10
Devine Portman,Frédéric,10
Devine Portman,Frédéric Elliott,10
Crowe,Devine President,9
Crowe Black,Devine Black,9
Crowe Black,Devine President,9
Devine Black,Devine Jolie Ronan,9
Devine President,Frédérick Elliott,9
Arnold,Cheadle Black,8
Child,and,8
Devine Jolie,Frédérick Elliott,8
Devine Palmer,Devine President—Sutherland Quaid,8
Dunst,Frédérick Elliott,8
Arnold,Devine Jolie Ronan,7
Crowe,Frédéric,7
Crowe,Frédéric Elliott,7
Crowe Black,Frédéric,7
Crowe Black,Frédéric Elliott,7
Cyndi Portman,Devine Jolie Ronan,7
Devine,Devine Maleine,7
Devine Black,Devine Jolie,7
Devine Black,Frédérick Elliott,7
Devine Black,Maître Henri Jolie,7
Devine Jolie Ronan,Devine Portman,7
Devine Jolie Ronan,Frédéric,7
Devine Jolie Ronan,Frédéric Elliott,7
Devine President,Frédéric,7
Devine President,Frédéric Elliott,7
Arnold,Frédérick Elliott,6
Burrows William Caine,Devine,6
Cheadle Black,Devine Sutherland Quaid,6
Cheadle Black,Epinay,6
Devine Jolie Ronan,Epinay,6
Devine President,Devine Sutherland Quaid,6
Epinay,Frédérick Elliott,6
Frédéric,Maître Henri Jolie,6
Frédéric Elliott,Maître Henri Jolie,6
Hat,and,6
Arnold,Crowe,5
Arnold,Crowe Black,5
Arnold,Devine Jolie,5
Arnold,Maître Henri Jolie,5
Beckinsale,Devine Jolie Ronan,5
Cheadle Black,Child,5
Cheadle Black,Devine de Davidson,5
Cheadle Black,Dunst,5
Cruz Hudson,and,5
Cyndi Bean,and,5
Cyndi Portman,Devine Jolie,5
Cyndi Portman,Maître Henri Jolie,5
Devine,Hat,5
Devine,Madame Dunaway,5
Devine Black,Devine President—Sutherland Quaid,5
Devine Jolie,Devine Portman,5
Devine Jolie Ronan,Devine de Davidson,5
Devine Portman,Devine President—Sutherland Quaid,5
Devine Portman,Maître Henri Jolie,5
Devine President—Sutherland Quaid,Devine de Davidson,5
Devine President—Sutherland Quaid,Madame Bean,5
Arnold,Epinay,4
Arnold,Frédéric,4
Arnold,Frédéric Elliott,4
Cheadle,Cheadle Black,4
Cheadle,and,4
Cheadle Black,Madame Bean,4
Child,Devine,4
Child,Devine Black,4
Cyndi Portman,Devine President—Sutherland Quaid,4
Devine,Epinay,4
Devine Black,Frédéric,4
Devine Black,Frédéric Elliott,4
Devine Jolie,Frédéric,4
