node,is_victim,pagerank,victim_connection_weight,degree,strength
Captain Colin Bathilda,0,0.08141717031555572,0,1,2.0
Clark Russell,0,0.03470657744916384,0,1,1.0
Colonel Remus,0,0.1447084184033763,5,4,12.0
Eileen,0,0.15165521093359433,5,4,13.0
Eileen Remus,1,0.12532984462475127,0,3,11.0
Fudge,0,0.08333333333333333,0,1,1.0
Grice Umbridge,0,0.04695858515777786,0,1,1.0
Mandrake Dungbomb,0,0.05225077046883593,0,2,2.0
Pettigrew,0,0.08333333333333333,0,1,1.0
Sholtos,0,0.042350676177697166,1,3,3.0
barque,0,0.1216242445266663,0,2,3.0
swain,0,0.032331835275914614,0,1,2.0
