character1,character2,count
Mrs. Sonia Annie,Sonia,99
Miss Raymond Ganett,Ursula Raymond,35
John,John Charles,27
John,Ursula Charles,27
John Charles,Ursula Charles,27
Marsh Pond,Miss Raymond Ganett,24
Marsh Pond,Pond Ganett,23
Miss Raymond Ganett,Pond Ganett,23
Greys,Greys Merci,22
Greys,Ursula (Merci),22
Greys Merci,Ursula (Merci),22
Mr. Russell,Mr. Russell Elizabeth,21
Miss Raymond Ganett,this,17
Ursula (Merci),this,17
Sonia,Ursula Raymond,16
Bourne,Bourne Gold,15
Bourne Gold,Mr. Russell Elizabeth,13
Ursula,Ursula Raymond,13
Miss Chow,Ursula Raglan,12
Miss Raymond Ganett,Sonia,11
Hayes,Ursula Raglan,10
John,Sonia,10
Nancy,this,10
Bourne Gold,Ursula Raymond,9
Uncle,Ursula Raymond,9
Ursula (Merci),Ursula Raymond,9
Miss Raymond Ganett,Mr. Russell Elizabeth,8
Bourne Gold,Miss Raymond Ganett,7
Miss Raymond Ganett,Mrs. Sonia Annie,7
Mrs. Sonia Annie,this,7
Sheppard,this,7
Ursula (Merci),mademoiselle,7
Ursula Raymond,this,7
Vane,Vane & Mah,7
American,American Thripp,6
Bourne Gold,Ursula (Merci),6
John,Mrs. Sonia Annie,6
Miss Chow,this,6
Miss Raymond Ganett,Sheppard,6
Miss Raymond Ganett,Uncle,6
Mrs. Sonia Annie,Ursula Raymond,6
Sonia,Ursula (Merci),6
Sonia,Ursula Raglan,6
Sonia,this,6
Ursula,Ursula (Merci),6
Ursula (Merci),Ursula Raglan,6
Ursula Raglan,this,6
Ashley Rafael,Rafael (Ashley),5
Bourne,Ursula Raymond,5
Dolly,Miss Raymond Ganett,5
Ferrars Melrose,Miss Chow,5
Ferrars Melrose,Ursula Raglan,5
Inspector Watson,Ursula (Merci),5
Inspector Watson,this,5
Mrs. Sonia Annie,Ursula Raglan,5
Sheppard,Ursula Raymond,5
Ursula Blunt,this,5
Ashley Rafael,Miss Raymond Ganett,4
John,John Annie,4
John Annie,Mrs. Sonia Annie,4
John Charles,Mrs. Sonia Annie,4
Miss Caroline,Ursula Raglan,4
Miss Raymond Ganett,Nancy,4
Miss Raymond Ganett,Ursula Raglan,4
Miss Raymond Ganett,son,4
Mr. Russell Elizabeth,Ursula Raymond,4
