canonical_name,alias_name
Mr. Russell Elizabeth,
Mr. Russell Elizabeth,Elizabeth
Mr. Russell Elizabeth,Mr. Elizabeth
Mr. Russell Elizabeth,Russell Elizabeth
Miss Raymond Ganett,
Miss Raymond Ganett,Ganett
Miss Raymond Ganett,Miss Ganett
Miss Raymond Ganett,Raymond Ganett
Mrs. Porrott Jong,
Mrs. Porrott Jong,Mrs. Jong
Mrs. Cecil Ganett,
Mrs. Cecil Ganett,Mrs. Ganett
Mrs. Cecil Ganett,Cecil Ganett
Mrs. Sonia Annie,
Mrs. Sonia Annie,Annie
Mrs. Sonia Annie,Sonia Annie
Ferrars Melrose,
American Thripp,
American Thripp,Thripp
Rafael (Ashley),
Rafael (Ashley),Ashley
Methuselah Kent,
Dagger Sabatini,
Ursula (Merci),
Ursula (Merci),Merci
Ursula (Merci),Mr. Merci
Ursula Charles,
Ursula Charles,Charles
Ursula Raymond,
Ursula Raymond,Raymond
Ursula Raymond,Miss Raymond
Dumas Crippen,
Dunlap Parker,
Dunlap Parker,Parker
Sheba Kipling,
George Patons,
Sequel Hector,
Ashley Rafael,
Ashley Rafael,Rafael
Ashley Rafael,Mrs. Rafael
Hercule Merci,
Ursula Raglan,
Ursula Raglan,Raglan
Carter Punkie,
Carter Punkie,Punkie
Elsie Thripp,
FLORA Ganett,
FLORA Ganett,Mr. Ganett
Ursula Blunt,
Ursula Blunt,Blunt
Miss Blunt,
Dr. Blunt,
Dr. Blunt,DR. Blunt
Emma Richard,
Emma Richard,Mrs. Richard
John Charles,
Bates Fernly,
Nancy Motley,
Nancy Motley,Motley
Nancy Motley,Mr. Motley
Curtis Eliot,
Sheba Poirot,
Sheba Poirot,POIROT
Nancy Merci,
Pond Ganett,
Flora Hurst,
Helen Marby,
Gladys Mary,
Ralph Paton,
Ralph Paton,RALPH PATON
Greys Merci,
Bourne Gold,
Bourne Gold,Gold
Mary Thripp,
Diana Grice,
John Annie,
Vane & Mah,
Vane & Mah,Mah
Roger Gage,
Marsh Pond,
Marsh Pond,Pond
Sheba Emma,
Sheba Emma,Emma
Vida Hurst,
Sally Mary,
Zane Davis,
Zane Hurst,
Sheba M,
Inspector Bennett,
Inspector Bennett,Bennett
Inspector Watson,
Inspector Watson,Watson
Superintendent R,
Inspector Colin,
Miss Caroline,
Miss Caroline,Caroline
Miss Caroline,MISS Caroline
Mrs. Christie,
Mr. Russell,
Mr. Russell,Russell
Mrs. Watson,
Methuselah,
Mr. Agatha,
Miss Chow,
Folliott,
Sheppard,
American,
Hastings,
Geoffrey,
Ackroyd,
Ursula,
Troute,
Bourne,
Cooper,
Hayes,
James,
Sally,
Marsh,
Greys,
Evans,
Cecil,
Dolly,
Quill,
Sheba,
Nancy,
Elsie,
Uncle,
Sonia,
Vida,
Paul,
Japp,
John,
Vane,
jones,
mademoiselle,
hallo,
hammond,
dale,
black,
faust,
melisande,
son,
blackguard,
grange,
shakespeare,
sherlock,
clara,
pung,
this,
ellerby,
grosset,
arthur,
grey,
desert,
beast,
wetmore,
