character1,character2,count
Kline Washington,a,125
Cruz Rourke,Rourke Wood,124
Madame,Madame Carpenter,74
Madame,Madame Wood,57
Madame,a,45
Nixon,a,45
Lamarr Carpenter,Sutherland Lamarr,42
Barr,Barr Smith,39
Young Cruz,a,37
Kline Arnold Giamatti,Madame,30
Kline Arnold Giamatti,Madame Giamatti,29
Madame,Madame Giamatti,29
Cruz Rourke,a,25
Sutherland Knopfler,Sutherland Knopfler Watanabe,22
Kline Washington,Moore Washington,21
Kline Washington,Nixon,21
Rourke Wood,a,19
Kline Arnold Giamatti,a,17
Madame Carpenter,a,17
Sutherland Lamarr,a,17
Sutherland,Sutherland Lamarr,16
Madame Wood,a,13
Captain Hemsworth,a,12
Geneviève,a,12
Cruz Rourke,Sutherland Knopfler,11
Cruz Winslet,a,11
Gabriel Mccarthy,a,11
Sutherland,Sutherland Carpenter,11
Cruz Rourke,Sutherland Lamarr,10
Françoise,a,10
Kline,a,10
Merlinville,a,10
Cruz. Lucien Boomer,a,9
Madame,Young Cruz,9
Madame Giamatti,a,9
Sutherland Knopfler,a,9
Barr,Madame,8
Barr Smith,Madame,8
Kline Washington,Young Cruz,8
Lamarr Carpenter,a,8
_Mon ami___,a,8
Cruz Rourke,Merlinville,7
Kline,Kline Arnold Giamatti,7
Rourke Wood,Sutherland Lamarr,7
Sutherland Knopfler Watanabe,a,7
Winfrey,a,7
a,m,7
Barr Smith,a,6
Cruz Rourke,Kline Washington,6
Cruz Rourke,Lamarr Carpenter,6
Cruz Rourke,Nixon,6
Gabriel Mccarthy,Young Cruz,6
Lamarr Carpenter,Young Cruz,6
Léonie,a,6
Madame Carpenter,Young Cruz,6
Merlinville,Rourke Wood,6
Sutherland,a,6
Sutherland Lamarr,Young Cruz,6
a,monsieur,6
Cruz Rourke,Gabriel Mccarthy,5
Cruz Rourke,Sutherland Knopfler Watanabe,5
Françoise,Madame,5
Kline Washington,Rourke Wood,5
Kline Washington,papa,5
