character1,character2,count
Chris Pett,Mr. Christopher Pett,157
Milford Cotherstone,a,152
Anthony Mallalieu,a,126
Mr. Gifford Brereton,a,114
a,by,108
Windle Bent,a,73
Bert Stoner,a,67
Mr. Kitely,a,67
Mr. Christopher Pett,a,66
Anthony Mallalieu,Milford Cotherstone,63
Chris Pett,a,42
Avice Harborough,a,41
Mr. Gifford Brereton,Windle Bent,41
Milford Cotherstone,Windle Bent,36
a,m,34
Christopher,Mr. Christopher Pett,33
Milford Cotherstone,by,30
Anthony Mallalieu,Bert Stoner,28
Mr. Gifford Brereton,by,28
Christopher,a,26
Anthony Mallalieu,by,25
Bert Stoner,Milford Cotherstone,25
Milford Cotherstone,Mr. Kitely,25
Mr. Kitely,by,24
Bert Stoner,by,23
Milford Cotherstone,Mr. Gifford Brereton,22
Chidforth,Mallows,21
David Myler,a,20
Miss Avice,a,20
Mr. Christopher Pett,Mr. Gifford Brereton,20
Avice Harborough,Mr. Gifford Brereton,19
Wilchester,a,19
Anthony Mallalieu,Mr. Kitely,18
Lettie,Windle Bent,18
a,wood,18
Miss Avice,Mr. Gifford Brereton,17
Anthony Mallalieu,Mr. Christopher Pett,16
a,grey,16
Anthony Mallalieu,Chris Pett,15
Bert Stoner,Mr. Kitely,15
Lettie,a,15
Mr. Christopher Pett,by,14
Mr. Gifford Brereton,Mr. Kitely,14
a,chance,14
a,mayor,14
Anthony Mallalieu,mayor,13
Mr. Christopher Pett,Mr. Kitely,13
Windle,Windle Bent,12
Bert Stoner,David Myler,11
Avice Harborough,Miss Avice,10
Avice Harborough,Mr. Kitely,10
Avice Harborough,by,10
Carfax,a,10
Chris Pett,Christopher,10
Chris Pett,Mr. Kitely,10
Chris Pett,by,10
Lettie,Milford Cotherstone,10
Milford Cotherstone,Mr. Tallington,10
Milford Cotherstone,Wilchester,10
Mr. Gifford Brereton,Mr. Tallington,10
Mr. Tallington,a,10
Windle Bent,by,10
Avice Harborough,Windle Bent,9
Bert Stoner,Mr. Gifford Brereton,9
Chidforth,a,9
Mallows,a,9
Mr. John Wraythwaite,a,9
Stilman,a,9
a,moor,9
Anthony Mallalieu,Wilchester,8
Bert Stoner,Wilchester,8
Chidforth,Wilchester,8
Mallows,Wilchester,8
Mr. Kitely,Windle Bent,8
Windle,a,8
a,north,8
Anthony Mallalieu,Mallows,7
Anthony Mallalieu,Mr. Gifford Brereton,7
Anthony Mallalieu,Windle Bent,7
Chris Pett,Mr. Gifford Brereton,7
Garthwaite,a,7
Mr. Tallington,Windle Bent,7
Mrs. Northrop,a,7
Anthony Mallalieu,Chidforth,6
Avice Harborough,Chris Pett,6
Avice Harborough,Mr. Christopher Pett,6
Chidforth,Milford Cotherstone,6
Mallows,Milford Cotherstone,6
