canonical_name,alias_name
Mr. Acromantula Hallows,
Mr. Acromantula Hallows,Hallows
Mr. Acromantula Hallows,Acromantula Hallows
Slytherin Ravenclaw,
Mrs. Pomona Portkey,
Mrs. Pomona Portkey,Portkey
Mrs. Pomona Portkey,Pomona Portkey
Mr. Pomona Portkey,
Mr. Pomona Portkey,Mr. Portkey
Rose Katie,
Rose Katie,Katie
Rose Katie,Mr. Katie
Inspector Narcissa,
Inspector Narcissa,Narcissa
Mrs. Horace,
Dr. Chaser,
Dr. Chaser,Chaser
Mrs. King,
Wormtail,
Azkaban,
Chudley,
Pomona,
Dennis,
Peeves,
holmes,
watson,
thurston,
hilton,
cubitt,
slaney,
parker,
patrick,
elsie,
sherlock,
comeelsie,
elsieprepareto,
hudson,
martin,
saunders,
george,
abe,
ae,
slane,
wilson,
hargreave,
god,
