character1,character2,count
Bludger Wizarding,Errol Order,65
Chimaera,Fawkes,51
Hermione Bathilda,Kreacher,34
Mr. Diggory,Mr. Graphorn,33
Bludger Wizarding,Fawkes,32
Hermione Bathilda,Kreacher Bathilda,32
Kreacher,Kreacher Bathilda,32
Bludger Wizarding,Kreacher,26
Bludger Narcissa,Errol Order,20
Bludger Narcissa,Bludger Wizarding,19
Errol Order,Kreacher,18
Bludger Wizarding,Chimaera,15
Errol Order,Fawkes,13
Errol Order,Hermione Bathilda,12
Errol Order,Where,11
Fawkes,Kreacher,11
Errol Order,Mr. Diggory,10
Errol Order,Mr. Graphorn,10
Basilisk Jacob,Bludger Narcissa,9
Bludger Narcissa,Marauder. Phoenix,8
Bludger Wizarding,Mr. Diggory,8
Bludger Wizarding,Mr. Graphorn,8
Errol Order,Find,8
Kreacher,Where,8
Bludger Narcissa,Kreacher,7
Bludger Wizarding,Marauder,7
Cedric,Cedric Tom,7
Bludger Narcissa,Marauder,6
Bludger Wizarding,Hermione Bathilda,6
Bludger Wizarding,Marauder. Phoenix,6
Bludger Wizarding,Where,6
Chimaera,Errol Order,6
Eileen,Errol Order,6
Errol Order,Kreacher Bathilda,6
Gilderoy,Gilderoy Bathilda,6
Gilderoy,Hermione Bathilda,6
Gilderoy Bathilda,Hermione Bathilda,6
Kreacher,Mr. Diggory,6
Kreacher,Mr. Graphorn,6
Arthur,Errol Order,5
Bludger Narcissa,Hat,5
Bludger Wizarding,Child,5
Bludger Wizarding,Eileen,5
Bludger Wizarding,Kreacher Bathilda,5
Errol Order,Express,5
Fawkes,Hermione Bathilda,5
Basilisk Jacob,Bludger Wizarding,4
Basilisk Jacob,Errol Order,4
Bludger Narcissa,Fawkes,4
Bludger Narcissa,Find,4
Child,Errol Order,4
Errol Order,Marauder. Phoenix,4
Fawkes,Kreacher Bathilda,4
Find,Where,4
Hermione Bathilda,Where,4
Kreacher Bathilda,Where,4
Mr. Graphorn,Witchcraft,4
Arthur,Bludger Wizarding,3
Bludger Narcissa,Hermione Bathilda,3
Bludger Narcissa,Where,3
Bludger Pettigrew,Errol Order,3
Bludger Wizarding,Dungbomb,3
Bludger Wizarding,Umbridge,3
Broomstick,Errol Order,3
Chimaera,Mr. Diggory,3
Chimaera,Mr. Graphorn,3
Dungbomb,Kreacher,3
Errol Order,Hat,3
Errol Order,Marauder,3
Errol Order,Witchcraft,3
Find,Mr. Graphorn,3
Hat,Marauder. Phoenix,3
Horace,Remus,3
Kreacher,Marauder,3
Kreacher,Marauder. Phoenix,3
Marauder,Marauder. Phoenix,3
Mr. Diggory,Where,3
Mr. Graphorn,Slytherin,3
Basilisk Jacob,Hat,2
Bellatrix,Bludger Wizarding,2
Bludger Narcissa,Chimaera,2
Bludger Narcissa,Kreacher Bathilda,2
Bludger Wizarding,Broomstick,2
Bludger Wizarding,Find,2
Bludger Wizarding,Granger,2
Bludger Wizarding,Hat,2
Bludger Wizarding,Neville,2
Bludger Wizarding,Weasley,2
Broomstick,Dungbomb,2
Broomstick,Where,2
Child,Eileen,2
Child,Where,2
Chimaera,Kreacher,2
Dungbomb,Errol Order,2
Errol Order,Karkaroff,2
Errol Order,Keeper Sorting,2
Errol Order,Lily Aberforth,2
Errol Order,Manticore,2
Errol Order,Scorpius,2
Errol Order,Weasley,2
Fawkes,Hermione,2
Fawkes,Where,2
Grindelwald,Kreacher,2
Grindelwald,Where,2
Halfblood,Hogsmeade,2
Hat,Marauder,2
Hermione Bathilda,Kreacher Goblet,2
Hermione Bathilda,Mr. Graphorn,2
Hippogriff,Petunia Muggle,2
Horace,Katie Wands,2
Katie Wands,Remus,2
Kreacher,Kreacher Goblet,2
Kreacher Bathilda,Mr. Graphorn,2
Lily,Lily Aberforth,2
Mr. Diggory,Witchcraft,2
Mr. Graphorn,Where,2
Slytherin,Where,2
Arthur,Bludger Narcissa,1
Arthur,Mr. Diggory,1
Arthur,Mr. Graphorn,1
Arthur,Where,1
Basilisk Jacob,Gilderoy,1
Basilisk Jacob,Gilderoy Bathilda,1
Basilisk Jacob,Grindelwald,1
Basilisk Jacob,Hermione Bathilda,1
Basilisk Jacob,Manticore,1
Basilisk Jacob,Marauder. Phoenix,1
Basilisk Jacob,Ravenclaw,1
Bludger Narcissa,Child,1
Bludger Narcissa,Gilderoy,1
Bludger Narcissa,Gilderoy Bathilda,1
Bludger Narcissa,Halfblood,1
Bludger Narcissa,Lily,1
Bludger Narcissa,Lily Aberforth,1
Bludger Narcissa,Mr. Diggory,1
Bludger Narcissa,Slytherin,1
Bludger Wizarding,Cedric,1
Bludger Wizarding,Cedric Tom,1
Bludger Wizarding,Dursley,1
Bludger Wizarding,Grindelwald,1
Bludger Wizarding,Halfblood,1
Bludger Wizarding,Harry,1
Bludger Wizarding,Hogsmeade,1
Bludger Wizarding,Horace,1
Bludger Wizarding,Katie Wands,1
Bludger Wizarding,Remus,1
Broomstick,Mr. Diggory,1
Broomstick,Mr. Graphorn,1
Cedric,Where,1
Cedric Tom,Where,1
Child,Fawkes,1
Child,Find,1
Child,Lovegood,1
Chimaera,Find,1
Dungbomb,Hermione Bathilda,1
Dungbomb,Kreacher Bathilda,1
Dungbomb,Marauder. Phoenix,1
