canonical_name,alias_name
Monsieur Dinklage Teller,Teller
Monsieur Dinklage Teller,Dinklage Teller
Mr. Dinklage Teller,Mr. Teller
Choi Agnes Cyndi,Cyndi
Detective Inspector O'hara,O'hara
Mr. Miller Teller,Miller Teller
Mr. Paltrow Cyndi,Paltrow Cyndi
Sir Cher Calloway,Calloway
Washington Glover,Glover
Washington Glover,Miss Glover
Monsieur Dinklage,Dinklage
Monsieur Winfrey,Winfrey
Monsieur Winfrey,Mr. Winfrey
Dreyfuss Roberts,Miss Roberts
Thompson Tyrese,Tyrese
Thompson Tyrese,Mr. Tyrese
Monsieur Miller,Miller
Monsieur Miller,Mr. Miller
Sheen Dreyfuss,Dreyfuss
Sheen Dreyfuss,Miss Dreyfuss
Farmer Schumer,Schumer
Farmer Schumer,Mrs. Schumer
Sheen Wilkins,Wilkins
The Coroner,Coroner
Albert Bean,Bean
Albert Bean,Mr. Bean
Aunt Choi,Choi
Dr. Hathaway,Hathaway
Dr. Mullen,Mullen
Lady Zane,Zane
Mr. Leto',Leto
Mr. Leto',Mr. Leto
Mccarthy,McCarthy
Mr. Ice,Ice
