canonical_name,alias_name
Duchess of Devonshire,
Mr. Muggle Diggory,
Mr. Muggle Diggory,Mr. Diggory
Mr. Muggle Diggory,Muggle Diggory
Mr. James Fluffy,
Mr. James Fluffy,Mr. Fluffy
Mr. James Fluffy,James Fluffy
Miss Krum Veela,
Miss Krum Veela,Miss Veela
Irene Adler,
Ginny Them,
Ginny Them,Mr. Them
Mr. Hufflepuff,
Mrs. Narcissa,
Dr. Luna,
Dr. Luna,Luna
Muggle,
Child,
Ginny,
sherlock,
holmes,
dundas,
mary,
sutherland,
etherege,
hosmer,
angel,
windibank,
hardy,
ned,
watson,
balzac,
jove,
hafiz,
horace,
