canonical_name,alias_name
Mr. Singleford Newton,
Mr. Singleford Newton,Newton
Mr. Singleford Newton,Singleford Newton
Edith Fitzroy,
Dawson Hunter,
Dawson Hunter,Hunter
Sherlock John,
Sherlock John,John
Sherlock John,Mr. John
Watson Brown,
Blaze Holmes,
Ned William,
Ross Bayard,
Ross Bayard,Bayard
Inspector Sherlock,
Inspector Sherlock,Sherlock
Mrs. Newton,
Mrs. Newton,Mrs Newton
Derbyshire,
Desborough,
Dr. Heath,
Dr. Heath,Heath
Gregory,
Straker,
Silver,
Silas,
backwater,
baxter,
simpson,
lesurier,
hullo,
wardlaw,
clapham,
