character1,character2,count
Inspector Sherlock,Sherlock John,6
Dawson Hunter,Mr. Singleford Newton,5
Blaze Holmes,Mr. Singleford Newton,4
Inspector Sherlock,baxter,3
Mr. Singleford Newton,Silver,3
Blaze Holmes,Dawson Hunter,2
Blaze Holmes,Desborough,2
Dr. Heath,Sherlock John,2
Blaze Holmes,baxter,1
Derbyshire,Gregory,1
Derbyshire,Watson Brown,1
Gregory,Watson Brown,1
Mr. Singleford Newton,Watson Brown,1
Mr. Singleford Newton,baxter,1
Sherlock John,Silver,1
Sherlock John,Watson Brown,1
Silver,backwater,1
Silver,clapham,1
backwater,clapham,1
