node,is_victim,pagerank,victim_connection_weight,degree,strength
Akerman,0,0.006298542117664527,0,2,3.0
Aniston Travolta,0,0.0027293555583642335,0,1,1.0
Arnold,0,0.011494252873563218,0,1,2.0
Atkinson,0,0.0027293555583642335,0,1,1.0
Banks,0,0.011494252873563218,0,4,4.0
Behar,0,0.011494252873563218,0,1,1.0
Behar Zeta,0,0.011494252873563218,0,1,1.0
Bell,0,0.012292580658049602,2,6,10.0
Bening,0,0.006455034038680116,0,2,3.0
Bergman,0,0.011494252873563218,0,4,4.0
Black,0,0.016169111910450555,2,11,15.0
Brother Gad,0,0.010693798509206513,0,5,8.0
Brother Jordan,0,0.021047534760960256,0,14,16.0
Burrows,0,0.011352970670088405,0,4,4.0
Caine,0,0.011494252873563218,0,4,4.0
Carpenter,0,0.011494252873563218,0,1,1.0
Carrey,0,0.009411512850281026,2,7,8.0
Chappelle,0,0.01224010234435955,0,5,8.0
Chappelle Thompson,0,0.009667631164248375,0,4,7.0
Chastain,0,0.011494252873563218,0,1,1.0
Christenson Miller,0,0.02228560520973999,1,16,20.0
Costner,0,0.006641931836441833,1,5,5.0
Criss,0,0.011494252873563218,0,1,1.0
Davidson,0,0.011494252873563218,0,3,3.0
Day,0,0.03666217378365237,5,25,31.0
Dehaan Gyllenhaal,0,0.011494252873563218,0,1,2.0
Deschanel,0,0.005459813426844119,0,1,1.0
Devine,0,0.011086162562736727,0,8,10.0
Diaz Giamatti,0,0.0029062010291994764,0,1,1.0
Dickinson,0,0.005566319987051568,0,2,4.0
Dr. Blythe,0,0.009405418004722967,0,4,6.0
Dunaway,0,0.011494252873563218,0,1,1.0
Dunst,0,0.011494252873563218,0,3,3.0
Eisenberg,0,0.005596604491692134,0,3,3.0
Ferrell,0,0.0028422734761743285,0,1,1.0
Gadot,0,0.011494252873563218,0,1,1.0
Gere Boomer,0,0.012626319545838025,3,7,11.0
Goodman,0,0.030896972333809756,0,19,28.0
Green,0,0.008777965592229195,0,2,2.0
Hall,0,0.003944676251462928,0,2,2.0
Hathaway,0,0.002569458269331203,0,1,1.0
Hawke Dorsey,0,0.02629905505359988,2,17,25.0
Jason,0,0.014596545023908503,2,9,13.0
Jason Ronan,0,0.004425577903497664,1,3,3.0
Judge Paley,0,0.003996428550272992,0,1,2.0
Kidman,0,0.011494252873563218,0,1,1.0
Knightley,0,0.016132080355264155,0,10,15.0
Lautner,0,0.005607638103316716,0,3,4.0
Ledger Cobain,0,0.003056630821247107,0,1,1.0
Mcconaughey,0,0.009624963730855205,1,7,7.0
Miss Morgan Giamatti,0,0.0125164479755388,0,5,9.0
Morgan,0,0.015258500065932216,0,7,12.0
Morgan Miller,0,0.00375196210395481,0,2,2.0
Mr. Perry Blunt,0,0.007544277991778779,0,2,5.0
Mr. Pryor Oldman,0,0.018549190200090555,9,7,18.0
Mr. Rudd Ronan,1,0.045180722041066296,0,11,48.0
Mr. Verne,0,0.04163518512649947,5,22,33.0
Mr. Waller,0,0.006752503777743565,2,3,5.0
O'Neal,0,0.011494252873563218,0,1,1.0
O'brien,0,0.003623460747439284,0,2,2.0
Olsen,0,0.009306587442325404,0,5,7.0
Parker,0,0.012748089225985951,0,8,10.0
Parker Fanning,0,0.010214870834443227,0,7,8.0
Pattinson,0,0.011494252873563218,0,4,4.0
Pearson,0,0.011494252873563218,0,3,3.0
Penn,0,0.008528810475847437,1,6,7.0
Professor Lamarr,0,0.0027967585993832157,0,1,1.0
Pugh,0,0.003745583857548731,0,2,2.0
Quaid,0,0.011494252873563218,0,3,3.0
Rourke,0,0.027847289638381473,10,15,28.0
Rudd,0,0.015551067981715223,12,2,17.0
Saldana,0,0.011494252873563218,0,4,4.0
Schumer,0,0.005596604491692134,0,3,3.0
Sergeant Crowe,0,0.0035526537850913567,0,2,2.0
Shyamalan,0,0.012026315759337295,0,8,11.0
Sir Turner Bach,0,0.009206859497907343,0,8,8.0
Smith,0,0.01032268000765234,0,6,8.0
Sutherland,0,0.011494252873563218,0,1,1.0
Swift,0,0.0027967585993832157,0,1,1.0
Turner Elliott,0,0.006641931836441833,1,5,5.0
Washington,0,0.006455034038680116,0,2,3.0
Wayans,0,0.006298542117664527,0,2,3.0
Williams,0,0.01741939045802144,14,4,18.0
Williams Theron,1,0.02832545786430882,0,11,29.0
Young,0,0.020822304933232068,1,12,18.0
Zendaya,0,0.0073736831653449875,0,2,6.0
Ziegler,0,0.004136819531134197,0,1,1.0
