character1,character2,count
Williams,Williams Theron,14
Mr. Rudd Ronan,Rudd,12
Mr. Rudd Ronan,Rourke,10
Mr. Pryor Oldman,Mr. Rudd Ronan,9
Christenson Miller,Zendaya,5
Mr. Rudd Ronan,Mr. Verne,5
Rourke,Rudd,5
Black,Hawke Dorsey,4
Miss Morgan Giamatti,Morgan,4
Bell,Dr. Blythe,3
Brother Jordan,Goodman,3
Chappelle Thompson,Mr. Verne,3
Day,Mr. Rudd Ronan,3
Gere Boomer,Williams Theron,3
Gere Boomer,Young,3
Knightley,Shyamalan,3
Morgan,Young,3
Mr. Perry Blunt,Mr. Verne,3
Olsen,Smith,3
Akerman,Wayans,2
Arnold,Dehaan Gyllenhaal,2
Bell,Mr. Pryor Oldman,2
Bell,Mr. Rudd Ronan,2
Bening,Washington,2
Black,Brother Gad,2
Brother Gad,Hawke Dorsey,2
Brother Gad,Judge Paley,2
Carrey,Williams Theron,2
Chappelle,Chappelle Thompson,2
Chappelle,Mr. Perry Blunt,2
Chappelle,Mr. Verne,2
Day,Hawke Dorsey,2
Day,Jason,2
Day,Williams,2
Day,Williams Theron,2
Devine,Knightley,2
Devine,Shyamalan,2
Dickinson,Goodman,2
Dickinson,Young,2
Goodman,Hawke Dorsey,2
Goodman,Knightley,2
Goodman,Miss Morgan Giamatti,2
Goodman,Parker,2
Goodman,Penn,2
Goodman,Young,2
Hawke Dorsey,Jason,2
Hawke Dorsey,Williams Theron,2
Jason,Lautner,2
Jason,Mr. Rudd Ronan,2
Knightley,Mr. Verne,2
Mr. Pryor Oldman,Mr. Verne,2
Mr. Pryor Oldman,Mr. Waller,2
Mr. Rudd Ronan,Mr. Waller,2
Parker,Parker Fanning,2
Akerman,Day,1
Aniston Travolta,Day,1
Atkinson,Day,1
Banks,Bergman,1
Banks,Caine,1
Banks,Pattinson,1
Banks,Saldana,1
Behar,Behar Zeta,1
Bell,Chappelle,1
Bell,Mr. Verne,1
Bell,Rourke,1
Bening,Mr. Verne,1
Bergman,Caine,1
Bergman,Pattinson,1
Bergman,Saldana,1
Black,Brother Jordan,1
Black,Carrey,1
Black,Goodman,1
Black,Jason,1
Black,Mr. Pryor Oldman,1
Black,Mr. Rudd Ronan,1
Black,Smith,1
Black,Williams Theron,1
Black,Young,1
Brother Gad,Christenson Miller,1
Brother Gad,Day,1
Brother Jordan,Chappelle Thompson,1
Brother Jordan,Day,1
Brother Jordan,Eisenberg,1
Brother Jordan,Ferrell,1
Brother Jordan,Mcconaughey,1
Brother Jordan,Miss Morgan Giamatti,1
Brother Jordan,Morgan,1
Brother Jordan,Olsen,1
Brother Jordan,Parker,1
Brother Jordan,Parker Fanning,1
Brother Jordan,Schumer,1
Brother Jordan,Smith,1
Burrows,Chappelle,1
Burrows,Green,1
Burrows,Mr. Verne,1
Burrows,Ziegler,1
Caine,Pattinson,1
Caine,Saldana,1
Carpenter,Chastain,1
Carrey,Costner,1
Carrey,Gere Boomer,1
Carrey,Hawke Dorsey,1
Carrey,Turner Elliott,1
Carrey,Young,1
Chappelle Thompson,Day,1
Christenson Miller,Day,1
Christenson Miller,Devine,1
Christenson Miller,Goodman,1
Christenson Miller,Hawke Dorsey,1
Christenson Miller,Jason,1
Christenson Miller,Jason Ronan,1
Christenson Miller,Knightley,1
Christenson Miller,Morgan,1
Christenson Miller,Morgan Miller,1
Christenson Miller,Mr. Rudd Ronan,1
Christenson Miller,Mr. Verne,1
Christenson Miller,Rourke,1
Christenson Miller,Shyamalan,1
Christenson Miller,Sir Turner Bach,1
Costner,Gere Boomer,1
Costner,Turner Elliott,1
Costner,Williams Theron,1
Costner,Young,1
Criss,Sutherland,1
Davidson,Dunst,1
Davidson,Pearson,1
Davidson,Quaid,1
Day,Goodman,1
Day,Knightley,1
Day,Miss Morgan Giamatti,1
Day,Morgan,1
Day,Mr. Verne,1
Day,O'brien,1
Day,Olsen,1
Day,Parker,1
Day,Parker Fanning,1
Day,Rourke,1
Day,Smith,1
Day,Wayans,1
Day,Young,1
Deschanel,Green,1
Devine,Goodman,1
Devine,Hawke Dorsey,1
Devine,Mr. Verne,1
Devine,Rourke,1
Devine,Sir Turner Bach,1
Diaz Giamatti,Miss Morgan Giamatti,1
Dr. Blythe,Ledger Cobain,1
Dr. Blythe,Mr. Pryor Oldman,1
Dr. Blythe,Mr. Verne,1
Dunaway,O'Neal,1
Dunst,Pearson,1
Dunst,Quaid,1
Eisenberg,Mcconaughey,1
Eisenberg,Schumer,1
Gadot,Kidman,1
Gere Boomer,Mcconaughey,1
Gere Boomer,Penn,1
Gere Boomer,Turner Elliott,1
Goodman,Jason,1
Goodman,Mr. Verne,1
Goodman,Parker Fanning,1
Goodman,Pugh,1
Goodman,Rourke,1
Goodman,Shyamalan,1
Goodman,Sir Turner Bach,1
Hall,Mr. Verne,1
Hall,Mr. Waller,1
Hathaway,Rourke,1
Hawke Dorsey,Knightley,1
Hawke Dorsey,Lautner,1
Hawke Dorsey,Mr. Verne,1
Hawke Dorsey,O'brien,1
Hawke Dorsey,Rourke,1
Hawke Dorsey,Shyamalan,1
Hawke Dorsey,Sir Turner Bach,1
Hawke Dorsey,Williams,1
Jason,Jason Ronan,1
Jason,Penn,1
Jason Ronan,Mr. Rudd Ronan,1
Knightley,Rourke,1
Knightley,Sir Turner Bach,1
Knightley,Zendaya,1
Lautner,Morgan,1
Mcconaughey,Schumer,1
Mcconaughey,Williams,1
Mcconaughey,Williams Theron,1
Mcconaughey,Young,1
Morgan,Morgan Miller,1
Mr. Pryor Oldman,Rourke,1
Mr. Verne,Professor Lamarr,1
Mr. Verne,Rourke,1
Mr. Verne,Shyamalan,1
Mr. Verne,Sir Turner Bach,1
Mr. Verne,Swift,1
Mr. Verne,Washington,1
Olsen,Parker,1
Olsen,Parker Fanning,1
Parker,Penn,1
Parker,Pugh,1
Parker,Smith,1
Parker Fanning,Penn,1
Parker Fanning,Smith,1
Pattinson,Saldana,1
Pearson,Quaid,1
Penn,Williams Theron,1
Rourke,Sergeant Crowe,1
Rourke,Shyamalan,1
Rourke,Sir Turner Bach,1
Sergeant Crowe,Young,1
Shyamalan,Sir Turner Bach,1
Turner Elliott,Williams Theron,1
Turner Elliott,Young,1
Williams Theron,Young,1
