node,is_victim,pagerank,victim_connection_weight,degree,strength
Alley,0,0.0028456450150512558,0,1,1.0
Arnold,0,0.012111509627416812,8,21,115.0
Bassey,0,0.0028456450150512558,0,1,1.0
Beckinsale,0,0.003911685944259436,2,9,18.0
Burrows William Caine,0,0.007839645879484092,3,21,52.0
Caplan,0,0.0038388013738420075,1,14,14.0
Cheadle,0,0.004450667732434066,4,6,12.0
Cheadle Black,1,0.09423287126291938,0,34,1423.0
Child,0,0.00464368968762282,5,9,27.0
Cobain Morgan,0,0.002940404220042303,0,2,2.0
Crowe,0,0.05995677579973439,289,27,952.0
Crowe Black,0,0.05699784480643739,285,27,906.0
Cruz Hudson,0,0.003588629714564154,1,5,10.0
Cyndi Bean,0,0.006378973017548399,3,16,41.0
Cyndi Dunaway,0,0.003212535827404742,0,2,3.0
Cyndi Portman,0,0.032149880794709526,39,24,447.0
Devine,0,0.11134850199944323,191,38,1497.0
Devine 'Hawke Downey',0,0.0033570040126647068,0,4,8.0
Devine Black,0,0.03675471880872356,142,30,519.0
Devine Jolie,0,0.029383967889718646,18,22,408.0
Devine Jolie Ronan,0,0.05393313430526531,45,29,773.0
Devine Knightley,0,0.0032429952906149243,0,3,7.0
Devine Maleine,0,0.003389750324308094,0,2,9.0
Devine Palmer,0,0.006473092527245514,1,9,55.0
Devine Portman,0,0.03273056949585934,40,24,456.0
Devine President,0,0.012084960337192079,10,19,141.0
Devine President—Sutherland Quaid,0,0.043488953396281664,28,30,547.0
Devine Sutherland Quaid,0,0.01185202095521132,6,19,106.0
Devine Ziegler,0,0.004015990077207725,2,5,19.0
Devine de Davidson,0,0.012355216099659115,5,16,124.0
Devine de Rocouz,0,0.002841002215741352,0,1,1.0
Devine keeper,0,0.002841002215741352,0,1,1.0
Dunst,0,0.007037904656839174,5,19,41.0
Epinay,0,0.007682315542549107,6,21,70.0
Frédéric,0,0.026950833229309627,12,21,384.0
Frédéric Elliott,0,0.026814384860085614,12,21,382.0
Frédérick Elliott,0,0.04125422303880931,25,27,589.0
Georges Philibert de Sequigny,0,0.0029351667350495103,0,2,2.0
Hat,0,0.005202488880339506,3,13,35.0
Jason Atkinson,0,0.003057312672158903,0,4,4.0
Jean Hudson,0,0.003217183522652934,1,3,3.0
Machiavellian,0,0.00308630869447289,0,3,3.0
Madame Bean,0,0.008151331110343883,4,19,62.0
Madame Dunaway,0,0.006474325910665055,2,10,30.0
Madame O'neal,0,0.00290886945301483,0,2,2.0
Maître André Hesse,0,0.0028422273462106948,0,1,1.0
Maître Barbet Delatour,0,0.003025985424049332,0,4,4.0
Maître Henri Jolie,0,0.0358614981510109,20,27,473.0
Mother Cher',0,0.003103525426707605,0,3,5.0
Nicholson Walken,0,0.002913512252324734,0,1,2.0
Stangersons,0,0.0031698188356938883,0,2,4.0
Usher,0,0.003160230001987312,0,4,6.0
William Black,0,0.002958215075640559,2,2,3.0
and,0,0.1261542535106844,203,46,1580.0
