character1,character2,count
Miss Eleanore Leavenworth,Reverend Eleanore Leavenworth,117
Miss Eleanore,Reverend Eleanore Leavenworth,93
Miss Mary,Reverend Eleanore Leavenworth,83
Miss Mary,Miss Mary Leavenworth,65
Miss Mary Leavenworth,Reverend Eleanore Leavenworth,65
Henry IV,Henry Ritchie Clavering,38
Miss Eleanore,Miss Mary,30
Reverend Eleanore Leavenworth,Uncle,20
Miss Mary,Uncle,17
Hannah,Reverend Eleanore Leavenworth,15
Miss Eleanore,Miss Eleanore Leavenworth,13
Miss Eleanore,Uncle,12
Miss Eleanore Leavenworth,Uncle,12
James Trueman Harwell,Trueman,11
Henry Ritchie Clavering,Miss Eleanore,10
Henry Ritchie Clavering,Reverend Eleanore Leavenworth,10
Hannah,Hannah Chester,9
Henry Ritchie Clavering,Miss Mary,9
Hannah,Miss Eleanore,8
Horatio,Reverend Eleanore Leavenworth,8
Horatio,Horatio Leavenworth,7
Horatio Leavenworth,Reverend Eleanore Leavenworth,7
Miss Eleanore,hope,7
Ebenezer Gryce,Miss Eleanore,6
Hannah,Miss Mary,6
Reverend Eleanore Leavenworth,hope,6
Ebenezer Gryce,Reverend Eleanore Leavenworth,5
Hannah Chester,Reverend Eleanore Leavenworth,5
Henry Ritchie Clavering,Miss Eleanore Leavenworth,5
Juliet,Romeo,5
Miss Eleanore,Miss Mary Leavenworth,5
Miss Eleanore Leavenworth,Miss Mary,5
Miss Mary,Mrs. Amy Belden,5
Mrs. Amy Belden,Reverend Eleanore Leavenworth,5
Hannah,Miss Eleanore Leavenworth,4
Hannah,Miss Mary Leavenworth,4
Hannah,Molly,4
Hannah,Uncle,4
Henry Ritchie Clavering,Uncle,4
James Trueman Harwell,Miss Mary,4
Everett Raymond,Henry Ritchie Clavering,3
Everett Raymond,Miss Mary,3
Everett Raymond,Reverend Eleanore Leavenworth,3
Hannah,Mrs. Amy Belden,3
James Trueman Harwell,Uncle,3
Kate,Timothy Cook,3
Miss Eleanore,Molly,3
Miss Mary,Trueman,3
Miss Mary,hope,3
Miss Mary Leavenworth,Mrs. Amy Belden,3
Miss Mary Leavenworth,Uncle,3
Mr. Robbins,le,3
Reverend Eleanore Leavenworth,black,3
Ebenezer Gryce,Hannah,2
Ebenezer Gryce,Miss Mary,2
Everett,Everett Raymond,2
Everett Raymond,Miss Eleanore,2
Everett Raymond,Miss Mary Leavenworth,2
Henry IV,Reverend Eleanore Leavenworth,2
Henry Ritchie Clavering,Mr. Robbins,2
James Trueman Harwell,Reverend Eleanore Leavenworth,2
James Trueman Harwell,Thomas,2
Kate,Molly,2
Miss Eleanore,Timothy Cook,2
Miss Eleanore Leavenworth,faith,2
Miss Mary,eleanor,2
Molly,Timothy Cook,2
Reverend Eleanore Leavenworth,faith,2
Trueman,Uncle,2
Uncle,faith,2
Brown,green,1
Clara,Mrs. Amy Belden,1
Ebenezer Gryce,Hannah Chester,1
Ebenezer Gryce,Henry IV,1
Ebenezer Gryce,Henry Ritchie Clavering,1
Ebenezer Gryce,Miss Mary Leavenworth,1
Ebenezer Gryce,herod,1
Elner,Henry Ritchie Clavering,1
Everett Raymond,Mrs. Veeley,1
Fred,Mrs. Veeley,1
Hannah,Henry Ritchie Clavering,1
Hannah,Thomas,1
Hannah,Timothy Cook,1
Hannah,hope,1
Hannah Chester,Miss Eleanore,1
Hannah Chester,Miss Mary,1
Hannah Chester,Miss Mary Leavenworth,1
Henry IV,Miss Eleanore,1
Henry IV,hope,1
Henry Ritchie Clavering,Miss Mary Leavenworth,1
Henry Ritchie Clavering,black,1
Henry Ritchie Clavering,hope,1
James Trueman Harwell,Kate,1
James Trueman Harwell,Miss Eleanore,1
James Trueman Harwell,Miss Eleanore Leavenworth,1
James Trueman Harwell,Molly,1
James Trueman Harwell,Timothy Cook,1
Kate,Miss Mary,1
Miss Eleanore,Mr. Robbins,1
Miss Eleanore,Mrs. Amy Belden,1
Miss Eleanore,Smith,1
Miss Eleanore,black,1
Miss Eleanore,faith,1
Miss Eleanore,indade,1
Miss Eleanore Leavenworth,Miss Mary Leavenworth,1
Miss Eleanore Leavenworth,Mr. Fobbs,1
Miss Eleanore Leavenworth,Mr. Robbins,1
Miss Eleanore Leavenworth,black,1
Miss Eleanore Leavenworth,hope,1
Miss Elenor,black,1
Miss Elenor,hope,1
Miss Mary,Molly,1
Miss Mary,Mrs. Veeley,1
Miss Mary,faith,1
Miss Mary,humph,1
Miss Mary Leavenworth,hope,1
Molly,Reverend Eleanore Leavenworth,1
Molly,black,1
Molly,troth,1
Mr. Fobbs,Reverend Eleanore Leavenworth,1
Mr. Robbins,Mrs. Amy Belden,1
Mr. Robbins,Reverend Eleanore Leavenworth,1
Mrs. Amy Belden,Uncle,1
Mrs. Veeley,Uncle,1
Reverend Eleanore Leavenworth,Smith,1
Reverend Eleanore Leavenworth,anna,1
Reverend Eleanore Leavenworth,green,1
Reverend Eleanore Leavenworth,humph,1
Thomas,Thomas Dougherty,1
Thomas,Timothy Cook,1
Thomas,loworthy,1
Uncle,black,1
Uncle,hope,1
anna,black,1
anna,green,1
black,green,1
black,hope,1
black,levenworth,1
black,mustache,1
cressida,troilus,1
faerie,queene,1
faith,hope,1
hope,smoke,1
