canonical_name,alias_name
Monsieur le secrétaire;-général,Monsieur le secrétaire-général
Monsieur le secrétaire;-général,Monsieur le secrétaire;général
Monsieur le secrétaire;-général,Monsieur le Secrétaire;-général
Monsieur le Député Order,Order
Bludger Arsène Wizarding,Wizarding
Bludger Arsène Wizarding,Bludger Wizarding
Bludger Arsène Wizarding,Arsène Wizarding
Mme. Alexis Order,Mme. Order
Mme. Alexis Order,Alexis Order
Chief-inspector Find,Find
Hermione Bathilda,Bathilda
Marauder. Phoenix,Phoenix
Marauder. Phoenix,"_M. Phoenix,_"
Marauder. Phoenix,Marauder Phoenix
Marquis d'Albufex,D'Albufex
Bludger Pettigrew,Pettigrew
Monsieur Narcissa,Narcissa
Lily Aberforth,Aberforth
Basilisk Jacob,Jacob
Mr. Graphorn,Graphorn
Mr. Diggory,Diggory
