character1,character2,count
Bar Ma,Richardson Rigor,46
Bar,Richardson Rigor,41
Bar Ma,Ma Rigor,39
Ma Rigor,Richardson Rigor,39
Bar,Bar Rigor,35
Bar Rigor,Richardson Rigor,35
Austin,Miss Austin Frobisher,33
Bar Robey Briggs,Richardson Rigor,18
Bar Robey,Bar Robey Briggs,17
Bar Robey Briggs,Inspector Piper,17
Bar,Bar Ma,15
Fiennes,Fiennes Motive,14
Bar Robey Briggs,Dr. Henry,13
Harley,Harley Cabman',11
Miss Austin Frobisher,Richardson Rigor,11
Bar Robey Briggs,Mr J Barnwell,10
Bar,Bar Robey Briggs,9
Dr. Henry,Richardson Rigor,8
Bar Ma,Bar Rigor,7
Fiennes,Miss Austin Frobisher,7
Mr. Salcombe,Richardson Rigor,7
Sir Fentimans,Sir Fentimans God,7
William,William Street,7
Bar,Ulric,6
Bar Ma,Bar Robey Briggs,6
Bar Robey,Inspector Piper,6
Bar Robey Briggs,Ulric,6
Dr. Henry,Henry Williamson,6
Naomi,Naomi Felicity,6
Saunders,Saunders Rose,6
Bar,Miss Austin Frobisher,5
Bar Ma,Miss Austin Frobisher,5
Bar Robey,Richardson Rigor,5
Bar Robey Briggs,Mossy,5
Fiennes Motive,Miss Austin Frobisher,5
Henry Williamson,Richardson Rigor,5
Miss Austin Frobisher,Morpheus,5
Miss Austin Frobisher,Mr. Lubbock,5
Bar,Bar Dick,4
Bar,Ma Rigor,4
Bar Rigor,Bar Robey Briggs,4
Bar Robey Briggs,Mr. Salcombe,4
Dr. Henry,Miss Austin Frobisher,4
Fred,Mr J Barnwell,4
Harley,Miss Austin Frobisher,4
Inspector Piper,Richardson Rigor,4
Julian,Richardson Rigor,4
Ma Rigor,Miss Austin Frobisher,4
Austin,Richardson Rigor,3
Bar Robey,Miss Austin Frobisher,3
Bar Robey Briggs,Fred,3
Bar Robey Briggs,Harley,3
Bar Robey Briggs,Henry Williamson,3
Bar Robey Briggs,Mrs. George,3
Bar Robey Briggs,Saunders Rose,3
Fiennes,Morpheus,3
Fiennes,Richardson Rigor,3
Fiennes Motive,Morpheus,3
Harley Cabman',Miss Austin Frobisher,3
Henry Williamson,Miss Austin Frobisher,3
Mr J Barnwell,Mr. Salcombe,3
Mr J Barnwell,Richardson Rigor,3
Naomi,Saunders Rose,3
Richardson Rigor,fire,3
Richardson Rigor,may,3
Austin,Bar Ma,2
Austin,Harley Cabman',2
Babcock,Bar Robey,2
Bar,Inspector Piper,2
Bar,Mr J Barnwell,2
Bar Ma,Henry Williamson,2
Bar Ma,Inspector Piper,2
Bar Ma,Mr J Barnwell,2
Bar Rigor,Ma Rigor,2
Bar Rigor,Miss Austin Frobisher,2
Bar Robey,Fred,2
Bar Robey,Mr. Salcombe,2
Bar Robey,Saunders Rose,2
Bar Robey Briggs,Julian,2
Bar Robey Briggs,Ma Rigor,2
Bar Robey Briggs,Oliver,2
Bar Robey Briggs,Virginia,2
Bar Robey Briggs,Wetheridge,2
Compton Fleming,Hinkins Clever,2
Dorothy,Dorothy Richardson,2
Dorothy,Wallace Queux,2
Dorothy,e,2
Dorothy Richardson,Wallace Queux,2
Dorothy Richardson,e,2
Dr. Henry,Inspector Piper,2
Dr. Henry,Isabel,2
Dr. Henry,Nurse Ambrose,2
Dr. Henry,dougal,2
Ethel,Henry Williamson,2
Fiennes Motive,Richardson Rigor,2
Fred,Richardson Rigor,2
Harris,clerkenwell,2
Henry Williamson,Isabel,2
Henry Williamson,Mr. Lubbock,2
Inspector Piper,Miss Austin Frobisher,2
Inspector Piper,Mr J Barnwell,2
Miss Austin Frobisher,Sheila,2
Miss Austin Frobisher,Sir Fentimans,2
Miss Austin Frobisher,Sir Fentimans God,2
Miss Austin Frobisher,Storm,2
Mr J Barnwell,Mr. Lubbock,2
Mrs. George,True Robert,2
Nurse Ambrose,Saunders,2
Nurse Ambrose,Saunders Rose,2
Quain,trumps,2
Richardson Rigor,Swain,2
Richardson Rigor,Ulric,2
Richardson Rigor,Ulric Rigor,2
Storm,William,2
Ulric,Ulric Rigor,2
Virginia,dougal,2
Wallace Queux,e,2
Ann,Rushworth Culyer,1
Ann,quarry,1
Ann,schlitzers,1
Aristotle Barton,Richardson Rigor,1
Aristotle Barton,Tin-Tummy Barton,1
Austin,Austin W,1
Austin,Bar Robey Briggs,1
Austin,Dr. Henry,1
Austin,Fiennes,1
Austin,Fiennes Motive,1
Austin,Harley,1
Austin,Henry Williamson,1
Austin,Inspector Piper,1
Austin,Ma Rigor,1
Austin,Mr. Lubbock,1
Austin,Olga W,1
Austin,Storm,1
Austin,William,1
Austin,William Street,1
Austin W,Olga W,1
Babcock,Babcock Rose,1
Babcock,Inspector Piper,1
Babcock,Saunders Rose,1
Babcock Rose,Saunders Rose,1
Bach,Dr. Henry,1
Bar,Bar Robey,1
Bar,Henry Williamson,1
Bar,Mrs. George,1
Bar,Virginia,1
Bar,fennimore,1
Bar,fire,1
Bar,may,1
Bar Dick,Bar Ma,1
Bar Dick,Bar Rigor,1
Bar Dick,Miss Austin Frobisher,1
Bar Dick,Richardson Rigor,1
Bar Ma,Cocker,1
Bar Ma,Fred,1
Bar Ma,Mr. Salcombe,1
Bar Ma,Saunders Rose,1
Bar Rigor,Virginia,1
Bar Rigor,may,1
Bar Robey,Challoner,1
Bar Robey,Dr. Henry,1
Bar Robey,Henry Williamson,1
Bar Robey,Julian,1
Bar Robey,Mr J Barnwell,1
Bar Robey,Sauterne,1
Bar Robey,Sir Fentimans,1
Bar Robey,Ulric,1
Bar Robey,William,1
Bar Robey Briggs,Challoner,1
Bar Robey Briggs,Hardy,1
Bar Robey Briggs,Harley Cabman',1
Bar Robey Briggs,Hobart,1
Bar Robey Briggs,Hullo,1
Bar Robey Briggs,Jove Twist,1
Bar Robey Briggs,Lady God,1
Bar Robey Briggs,Marchbanks Billy,1
Bar Robey Briggs,Miss Austin Frobisher,1
Bar Robey Briggs,Mr. Lubbock,1
Bar Robey Briggs,Neve,1
Bar Robey Briggs,Rushworth Culyer,1
Bar Robey Briggs,Sauterne,1
Bar Robey Briggs,Sir Fentimans,1
Bar Robey Briggs,Sir Fentimans God,1
Bar Robey Briggs,True Robert,1
Bar Robey Briggs,fennimore,1
Bar Robey Briggs,fire,1
Bar Robey Briggs,jimmy,1
Bar Robey Briggs,komski,1
Bar Robey Briggs,le,1
Bar Robey Briggs,may,1
Challoner,Virginia,1
Charles Edgar,Virginia,1
Charles Edgar,schlitzers,1
Cocker,Ma Rigor,1
Cocker,Richardson Rigor,1
Crickett,Richardson Rigor,1
Crippen,Richardson Rigor,1
Daddy Holmes,Dell,1
Daddy Holmes,Inspector Piper,1
Daddy Holmes,freeman,1
Dell,Inspector Piper,1
Dell,freeman,1
Dorothy Richardson,Ethel,1
Dorothy Richardson,Richardson Rigor,1
Dr. Henry,Father Dormer,1
Dr. Henry,Hullo,1
Dr. Henry,Katherine,1
Dr. Henry,Mr. Salcombe,1
Dr. Henry,William,1
Dr. Jerry,Richardson Rigor,1
Dr. Jerry,Sir Fentimans,1
Dr. Jerry,Sir Fentimans God,1
Dykes,Father Dixon,1
Ethel,Richardson Rigor,1
Fiennes,Joe,1
Fred,Harley Cabman',1
Fred,Julian,1
Fred,Ma Rigor,1
Fred,may,1
Hardy,Mossy,1
Harley,William,1
Harley,William Street,1
Harley Cabman',Mr J Barnwell,1
Harley Cabman',Nellie,1
Henry Williamson,Mr J Barnwell,1
Henry Williamson,Nurse Ambrose,1
Henry Williamson,Saunders Rose,1
Henry Williamson,Sheila,1
Henry Williamson,may,1
Inspector Piper,Mr. Salcombe,1
Inspector Piper,Mrs. Anstruther,1
Inspector Piper,Nurse Ambrose,1
Inspector Piper,Saunders Rose,1
Inspector Piper,dorland,1
Inspector Piper,fire,1
Inspector Piper,freeman,1
Joe,Miss Austin Frobisher,1
Joe,Morpheus,1
Joe,Richardson Rigor,1
Julian,Oliver,1
Katherine,Miss Austin Frobisher,1
Locke,may,1
Louis,Mrs. George,1
Louis,True Robert,1
Ma Rigor,Mr J Barnwell,1
Ma Rigor,Saunders Rose,1
Marjorie Parry,Ostrander Woolf,1
Miss Austin Frobisher,Mrs. Anstruther,1
Miss Austin Frobisher,Nurse Ambrose,1
Miss Austin Frobisher,William,1
Miss Austin Frobisher,William Street,1
Miss Austin Frobisher,may,1
Morpheus,Mrs. Anstruther,1
Morpheus,Richardson Rigor,1
Mossy,Richardson Rigor,1
Mr J Barnwell,Steve,1
Mr J Barnwell,fire,1
Mr. Salcombe,fennimore,1
Mr. Salcombe,may,1
Mr. Salcombe,yell,1
Mr. Whittington,Richardson Rigor,1
Mrs. George,Ulric,1
Naomi,Saunders,1
Naomi Felicity,Saunders,1
Naomi Felicity,Saunders Rose,1
Nurse Ambrose,Steve,1
Oliver,Oliver Woodward,1
Oliver,Saunders,1
Pilate,e,1
Pilate,jameson,1
Postlethwaite Gatti,margaux,1
Richardson Rigor,Saunders Rose,1
