character1,character2,count
Sir Wal,Sir Wal God,20
Sir Leon,Sir Leon Freemantle,19
Kestrel,Pipsey,16
Mervyn Thingumtight,Pipsey,16
Wintrington,Wintrington Colegrove,14
Campbell,mann,13
Detective Worthington,Pipsey,11
Mr. David,Pipsey,11
Pipsey,d,11
Pipsey,m,11
Detective Worthington,Inspector Lindell,8
Inspector Lindell,Pipsey,8
d,m,8
Detective Worthington,m,7
Jabez Horrocks,Mr. Gerald Ams,7
Detective Worthington,d,6
Inspector Lindell,Lady God,6
Mother,Pipsey,6
Pipsey,Tommy,6
Detective Worthington,Mervyn Thingumtight,5
Gorgonzola Harold,Sir Leon Freemantle,5
Inspector Lindell,d,5
Mother,Tommy,5
Pipsey,Sir Leon,5
Sir Leon,m,5
Detective Worthington,Kestrel,4
Inspector Lindell,Mr. Gerald Ams,4
Lady God,Pipsey,4
Mervyn Thingumtight,d,4
Mother,d,4
Mother,m,4
Mr. Biggs,Pipsey,4
Mr. David,d,4
Mr. Gerald Ams,Pipsey,4
Mr. Gerald Ams,Wintrington,4
Campbell,Inspector Lindell,3
Campbell,d,3
Crimplesham,Pipsey,3
Detective Worthington,Sir Leon Freemantle,3
Detective Worthington,Sir Wal,3
Gerald,Mr. Gerald Ams,3
Gladys,Mervyn Thingumtight,3
Inspector Lindell,mann,3
Kestrel,m,3
Lady God,Sir Wal,3
Mother,Mr. Gerald Ams,3
Mr. Biggs,Mr. Thipps,3
Mr. Gerald Ams,Sir Wal,3
Mr. Gerald Ams,Sir Wal God,3
Mr. Gerald Ams,Wintrington Colegrove,3
Mr. Gerald Ams,d,3
Pipsey,Sir Wal,3
Sir Leon,Sir Wal,3
d,mann,3
Annie,James,2
Annie,d,2
Annie,m,2
Apollonios,tut,2
Attenbury,Crimplesham,2
Cawthorn Finsbury,Sir Leon Freemantle,2
Cawthorn Levett,Detective Worthington,2
Detective Worthington,Lady God,2
Detective Worthington,Mr. Biggs,2
Detective Worthington,Sir Leon,2
Dixon,Wort,2
Fords Hullo,Frederick Hullo,2
Frederick Hullo,William Williams,2
Georgiana,Georgiana Ams,2
Georgiana,Jabez Horrocks,2
Georgiana,Mr. Gerald Ams,2
Georgiana,Pipsey,2
Georgiana Ams,Jabez Horrocks,2
Georgiana Ams,Mr. Gerald Ams,2
Gin,Mr. Gerald Ams,2
Gladys,Pipsey,2
Graves,Graves Evensong,2
Henry,m,2
Inspector Lindell,Sir Leon,2
Inspector Lindell,Sir Wal,2
Inspector Lindell,m,2
James,d,2
James,m,2
Lady Simons,d,2
Mother,Mr. David,2
Mother,Sir Leon Freemantle,2
Mr. Biggs,Mr. Gerald Ams,2
Mr. Biggs,d,2
Mr. Gerald Ams,m,2
Mrs. Bunter,Pipsey,2
Munns,Pipsey,2
Pipsey,Sir Leon Freemantle,2
Pipsey,Sir Wal God,2
Pipsey,price,2
Sir Leon Freemantle,d,2
d,snupshed,2
mainwaring,price,2
Alfred Scotchman,lucy,1
Apollonios,Inspector Lindell,1
Aristotle Pringle,Gin,1
Aristotle Pringle,d,1
Bach,Palmer Swaffham,1
Campbell,Detective Worthington,1
Campbell,Mr. Gerald Ams,1
Cat,d,1
Cawthorn Finsbury,Jabez Horrocks,1
