node,is_victim,pagerank,victim_connection_weight,degree,strength
Andrew Brolin,0,0.004436052611694348,0,1,2.0
Arquette,0,0.0031520443988478195,0,1,1.0
Banks,0,0.0055662230999447525,0,2,3.0
Bell,0,0.01210056448473815,0,7,7.0
Bening Tatum,0,0.01987472726227239,0,8,16.0
Benning,0,0.008722627851781463,0,5,6.0
Blanche Kauffman,0,0.0065674550961494355,0,3,4.0
Blunt,0,0.003273027631107548,0,1,1.0
Blythe,0,0.006729248080531554,0,1,4.0
Blythe Brolin,0,0.031026478236259817,0,14,23.0
Bohemian,0,0.004495341144159455,0,1,2.0
Boomer,0,0.0032475675090706743,0,1,1.0
Bruce Acker,0,0.006988834844647419,0,2,3.0
Campbell,0,0.01854093188111682,0,7,16.0
Campbell McKnight,0,0.0805810675197369,0,28,62.0
Cher,0,0.011013029872472987,0,2,3.0
Cresson,0,0.01383839612519435,0,5,10.0
Doctor Adele Sandler,0,0.007552352012643079,0,4,5.0
Doctor Lewis,0,0.003176074436978778,0,1,1.0
Dunst,0,0.007807608149773737,0,2,2.0
Edgar Allan Bean,0,0.00928843846352873,0,3,3.0
Elba nurse,0,0.004348812285987894,0,2,2.0
Ellis,0,0.0032475675090706743,0,1,1.0
Gadot,0,0.004357056808195007,0,1,2.0
Gadot Pinckney Acker,0,0.05731062885376814,0,22,44.0
Giamatti,0,0.01300582111624692,0,6,9.0
Heaven,0,0.007852057922247675,0,4,5.0
Henry Acker,0,0.003249956975526075,0,1,1.0
Ice,0,0.0032475675090706743,0,1,1.0
Irwin,0,0.007498065450168524,0,2,2.0
Jackman Criss,0,0.004774635179309555,0,1,1.0
Jett,0,0.07011521031659716,0,19,64.0
Jett Knopfler,0,0.05398811722190996,0,14,51.0
John Devine,0,0.0055534804501604935,0,3,3.0
Jordan,0,0.013358178345748905,0,5,10.0
Lee,0,0.006496478411691495,0,3,3.0
Lee Goodman,0,0.005197100591545132,0,2,2.0
Mckellen Ferrell,0,0.0071982434734053444,0,3,3.0
Mr. Bening,0,0.016506948346792543,0,9,13.0
Mr. D'arcy Elba,0,0.01684316245423776,0,9,13.0
Mr. Francis Hart,0,0.0212744726186728,0,10,16.0
Mr. Nicholson Goodman,0,0.01998964957204641,0,9,14.0
Mrs. Dreyfuss,0,0.0088909081534094,0,5,6.0
Mrs. Portman,0,0.014564814951586982,0,5,5.0
Mrs. Sutherland,0,0.005078566691924172,0,3,3.0
Mrs. Young,0,0.027794335759746505,0,12,22.0
New York,0,0.0032114366293037712,0,1,1.0
O'neal,0,0.0034549814578681264,0,1,1.0
O'neal Iger,0,0.01852417503659487,0,8,12.0
Oldman,0,0.007193242915134915,0,2,3.0
Ontario,0,0.017161275992681004,0,8,13.0
Parsons,0,0.0032475675090706743,0,1,1.0
Patch,0,0.0032475675090706743,0,1,1.0
Perry,0,0.007999220164381064,0,2,2.0
Pittsburg,0,0.033944161296171886,0,15,27.0
Porter,0,0.00484060691688278,0,2,2.0
Roberts,0,0.01176861724643001,0,7,8.0
Ruffalo,0,0.008450200001825602,0,5,5.0
Say,0,0.03914467642627494,0,19,30.0
Scott,0,0.004917552983663729,0,2,2.0
Shyamalan,0,0.012861830292747933,0,3,4.0
Swift,0,0.0055285028857632,0,3,3.0
Very well,0,0.0046197109921858204,0,1,1.0
Washington,0,0.04376155381731998,0,17,36.0
Watanabe,0,0.00783827899403752,0,3,4.0
Wilson Budd Corbin,0,0.05699130696023175,0,17,48.0
Zeta.,0,0.007165420517729568,0,3,3.0
flier,0,0.017705636805974832,0,8,14.0
gray,0,0.0032475675090706743,0,1,1.0
south,0,0.0034549814578681264,0,1,1.0
