character1,character2,count
Blanche,Blanche Washington,28
Alice George,Flanders George,12
Dorothy Sam,Rafferty West,8
Blanche,Dorothy Sam,5
Blanche,Kirk,5
Alice George,Dorothy Sam,4
Blanche Washington,Francis Janet,4
Dorothy Sam,Flanders George,4
Martin,Martin Springer,4
Blanche Washington,Gardner Dolly,3
Blanche Washington,Kirk,3
Blanche Washington,Mr. Andrew Whistler,3
Blanche Washington,Mr. Gardner,3
Blanche Washington,Pullman Harrington,3
Blanche Washington,Rafferty West,3
Carter Whistler,Mr. Andrew Whistler,3
Dorothy Sam,Henry,3
Dorothy Sam,Satan,3
Gardner Dolly,Mr. Gardner,3
Kirk,Rafferty West,3
Alison,Mr. Andrew Whistler,2
Blanche,Blanche Blake,2
Blanche,Conway,2
Blanche,Rafferty West,2
Blanche,lollie,2
Blanche Washington,Dorothy Sam,2
Blobs,Br,2
Conway,lollie,2
Dorothy Sam,Mr. Andrew Whistler,2
Flanders George,John,2
Francis Janet,Sullivan,2
Heaton,Jennie,2
Mr. Andrew Whistler,Mrs. Andrew,2
Mr. Andrew Whistler,Pullman Harrington,2
Rafferty West,Satan,2
Alice George,John,1
Alice George,John Lawrence,1
Alison,Francis Janet,1
Blanche,Br,1
Blanche,Doctor Obadiah Flier,1
Blanche,Fiddlededee,1
Blanche,Flanders,1
Blanche,Francis Janet,1
Blanche,Mrs. Andrew,1
Blanche,Mrs. Gilmore,1
Blanche Washington,Br,1
Blanche Washington,Doctor Forbes,1
Blanche Washington,Doctor Obadiah Flier,1
Blanche Washington,Fiddlededee,1
Blanche Washington,John,1
Blanche Washington,Mrs. Andrew,1
Blanche Washington,Mrs. Gilmore,1
Blanche Washington,North,1
Blanche Washington,Satan,1
Blobs,Jenkins,1
Br,Dorothy Sam,1
Br,Rafferty West,1
Browne,Browne South,1
Conway,Wilson,1
Dal Sam,Dorothy Sam,1
Doctor Obadiah Flier,Dorothy Sam,1
Doctor Obadiah Flier,Fiddlededee,1
Dorothy Sam,Fiddlededee,1
Dorothy Sam,Francis Janet,1
Dorothy Sam,Henry Sam,1
Dorothy Sam,Miller,1
Doyle,Mr. Andrew Whistler,1
Flanders,Flanders George,1
Flanders George,John Lawrence,1
Francis,Francis Janet,1
Francis Janet,Kirk,1
Francis Janet,Mr. Gardner,1
Francis Janet,Rafferty West,1
Gardner Dolly,Mr. Andrew Whistler,1
Gardner Dolly,North,1
Gardner Dolly,Pullman Harrington,1
Godey,Simon,1
Godey,humerus,1
Gray,Simon,1
Gray,Wilson,1
Harry Peck,Miller,1
Heaton,Klopton,1
Henry,Henry Sam,1
Hotchkiss,Simon,1
Jennie,Klopton,1
John,John Lawrence,1
Martin,North,1
Martin,Simon,1
Martin Springer,North,1
Mary,Rafferty West,1
Mr. Andrew Whistler,Mr. Gardner,1
Mr. Andrew Whistler,Rafferty West,1
Mr. Andrew Whistler,junior,1
Mr. Gardner,North,1
Mr. Gardner,Pullman Harrington,1
Mrs. Gilmore,Rafferty West,1
Rafferty West,Wilson,1
jove,mike,1
