character1,character2,count
Mr. George Fentiman,Robert,45
George,Mr. George Fentiman,39
Mr. George Fentiman,Robert Fentiman,36
Robert,Robert Fentiman,36
Ann,Miss Ann Dorland,31
Mr. George Fentiman,Peter Wimsey,21
Peter,Peter Wimsey,18
Inspector Parker,Peter Wimsey,17
Dr. Penberthy,Peter Wimsey,14
George,Robert,13
Nurse,Nurse Armstrong,12
Miss Ann Dorland,Mr. George Fentiman,11
harley,street,11
Mr. Murbles,Peter Wimsey,10
Marjorie,Miss Marjorie Phelps,8
George,Peter Wimsey,7
George,Sheila,7
Miss Ann Dorland,Nurse,7
Naomi,Naomi Rushworth,7
Peter Wimsey,Robert,7
Henry Dormer,Mr. George Fentiman,6
Mr. George Fentiman,Mr. Oliver,6
Mr. George Fentiman,Peter,6
Peter Wimsey,Sheila,6
Sir James,Sir James Lubbock,6
Bunter,Peter Wimsey,5
George,Miss Ann Dorland,5
Inspector Parker,street,5
Marchbanks,Peter Wimsey,5
Salcombe,Salcombe Hardy,5
Salcombe Hardy,Waffles,5
Bunter,Mr. Murbles,4
Dr. Penberthy,Miss Ann Dorland,4
Dr. Penberthy,Mr. George Fentiman,4
George,Robert Fentiman,4
Inspector Parker,Mr. George Fentiman,4
Inspector Parker,Peter,4
Miss Ann Dorland,Mr. Pritchard,4
Miss Ann Dorland,Nellie,4
Miss Ann Dorland,Nurse Armstrong,4
Miss Ann Dorland,Robert,4
Miss Ann Dorland,Robert Fentiman,4
Mr. George Fentiman,Nurse,4
Peter Wimsey,Sir James Lubbock,4
Waffles,Waffles Newton,4
Ann,Mr. George Fentiman,3
Charles,Peter Wimsey,3
Dr. Penberthy,Henry Dormer,3
Fentimans,George,3
Henry Dormer,Miss Ann Dorland,3
Henry Dormer,Peter Wimsey,3
Inspector Parker,Mr. Murbles,3
Joe Munns,Peter Wimsey,3
Marjorie,Miss Ann Dorland,3
Marjorie,Peter Wimsey,3
Miss Ann Dorland,Peter,3
Mr. George Fentiman,Mr. Murbles,3
Mr. George Fentiman,Woodward,3
Mr. George Fentiman,street,3
Mr. Oliver,Peter Wimsey,3
Peter Wimsey,Robert Fentiman,3
Peter Wimsey,Woodward,3
Peter Wimsey,street,3
Ann,Dr. Penberthy,2
Bunter,Mr. George Fentiman,2
Bunter,Peter,2
Bunter,Woodward,2
Bunter,cabman,2
Dr. Penberthy,Inspector Parker,2
Dr. Penberthy,Mr. Oliver,2
Dr. Penberthy,harley,2
Dr. Penberthy,means,2
Dr. Penberthy,rigor,2
Dr. Penberthy,street,2
Felicity,Henry Dormer,2
Fentimans,Miss Ann Dorland,2
George,Henry Dormer,2
Henry Dormer,Mr. Pritchard,2
Henry Dormer,Robert,2
Henry Dormer,bart,2
Inspector Parker,Miss Ann Dorland,2
Inspector Parker,Robert,2
Inspector Parker,Salcombe Hardy,2
Inspector Parker,bar,2
Jimmy Rowe,Joe Munns,2
Maddison,Peter Wimsey,2
Miss Ann Dorland,Walter,2
Miss Ann Dorland,means,2
Miss Marjorie Phelps,Peter Wimsey,2
Mr. Culyer,Mr. George Fentiman,2
Mr. Culyer,somebody,2
Mr. George Fentiman,Nellie,2
Mr. George Fentiman,Nurse Armstrong,2
Mr. George Fentiman,Sheila,2
Mr. George Fentiman,Sheila Fentiman,2
Mr. George Fentiman,fire,2
Mr. George Fentiman,means,2
Mr. Murbles,Mr. Oliver,2
Mr. Murbles,Mr. Pritchard,2
Mr. Murbles,Peter,2
Mr. Murbles,Robert,2
Mr. Murbles,cabman,2
Mr. Oliver,Oliver Twist,2
Mr. Oliver,Peter,2
Mr. Oliver,yell,2
Mr. Pritchard,Peter Wimsey,2
Nellie,Nurse,2
Nellie,Nurse Armstrong,2
Peter,Sally,2
Peter,somebody,2
Peter Wimsey,Salcombe Hardy,2
Peter Wimsey,bar,2
Peter Wimsey,god,2
Peter Wimsey,means,2
Peter Wimsey,rose,2
Salcombe Hardy,street,2
Sheila,Sheila Fentiman,2
mortis,rigor,2
rigor,somebody,2
Ambrose Ledbury,Peter Wimsey,1
Ann,Henry Dormer,1
Ann,Inspector Parker,1
Ann,Marjorie,1
Ann,Miss Marjorie Phelps,1
Ann,Mr. Pritchard,1
Ann,Naomi,1
Ann,Naomi Rushworth,1
Ann,Nurse,1
Ann,Nurse Armstrong,1
Ann,Peter Wimsey,1
Ann,Robert,1
Ann,Robert Fentiman,1
Ann,Walter,1
Ann,ma,1
Anstruther,christmas,1
Arthur,Arthur Fentiman,1
Arthur,Felicity,1
Arthur,Mr. George Fentiman,1
Arthur Fentiman,Mr. George Fentiman,1
Babcock,Mr. George Fentiman,1
Barton,Mr. George Fentiman,1
Barton,Robert,1
Bunter,Robert,1
Bunter,Robert Fentiman,1
Charles,George,1
Charles,Isabel Ostrander,1
Charles,Mr. George Fentiman,1
Charles,dickens,1
Charles,hullo,1
Charles,wallaces,1
Cook,Palmer,1
Crippen,Edgar Wallace,1
Crippen,Le Neve,1
Dr. Horner,Mr. George Fentiman,1
Dr. Horner,Sir James,1
Dr. Horner,Sir James Lubbock,1
Dr. Penberthy,Father Whittington,1
Dr. Penberthy,Mr. Swain,1
Dr. Penberthy,Naomi,1
Dr. Penberthy,Peter,1
