canonical_name,alias_name
Mrs. Mansi Tanisha,
Mrs. Mansi Tanisha,Mansi Tanisha
Mr. Mansi Tanisha,
Mr. Mansi Tanisha,Mr. Tanisha
Priyanka Meenal,
Priyanka Meenal,Meenal
Priyanka Meenal,Mr. Meenal
Mr. Rohit Komal,
Mr. Rohit Komal,Komal
Mr. Rohit Komal,Rohit Komal
Maanvi Saajan,
Maanvi Saajan,Saajan
Yami Sunny,
Inspector Keshav,
Inspector Keshav,Keshav
Dr. Bipasha,
Dr. Bipasha,Bipasha
Mrs. King,
Hrithik,
Maanvi,
Mukesh,
Vipin,
Mansi,
Rohit,
Asin,
Juhi,
holmes,
watson,
thurston,
hilton,
cubitt,
slaney,
parker,
patrick,
elsie,
sherlock,
comeelsie,
elsieprepareto,
hudson,
martin,
saunders,
george,
abe,
ae,
slane,
wilson,
hargreave,
god,
