char_id,name,story_title,is_victim
1,"""rude",The D'Arblay Mystery,0
2,",",The D'Arblay Mystery,0
3,Anne,The D'Arblay Mystery,0
4,Artemus,The D'Arblay Mystery,0
5,Barber R,The D'Arblay Mystery,1
6,Bendelow,The D'Arblay Mystery,0
7,Boler,The D'Arblay Mystery,1
8,Bonington,The D'Arblay Mystery,0
9,Bronzino,The D'Arblay Mystery,1
10,But,The D'Arblay Mystery,0
11,By,The D'Arblay Mystery,0
12,Carolus,The D'Arblay Mystery,0
13,Chappie Artemus,The D'Arblay Mystery,0
14,Charles,The D'Arblay Mystery,0
15,Charles the Second,The D'Arblay Mystery,0
16,Colonel Moran,The D'Arblay Mystery,1
17,Constable,The D'Arblay Mystery,0
18,Cornish,The D'Arblay Mystery,0
19,Cornishes,The D'Arblay Mystery,0
20,Crile,The D'Arblay Mystery,0
21,Cropper,The D'Arblay Mystery,1
22,D'Arblay,The D'Arblay Mystery,1
23,Darblay,The D'Arblay Mystery,1
24,Darblay D'Arblay,The D'Arblay Mystery,1
25,Detective-Superintendent Hollands,The D'Arblay Mystery,0
26,Detective-sergeant Man,The D'Arblay Mystery,0
27,Dewsnep,The D'Arblay Mystery,1
28,Dewsnep—Gray,The D'Arblay Mystery,0
29,Doctor,The D'Arblay Mystery,0
30,Dr.,The D'Arblay Mystery,0
31,Dr. Artemus,The D'Arblay Mystery,1
32,Dr. Chappie Artemus,The D'Arblay Mystery,0
33,Dr. Cropper,The D'Arblay Mystery,0
34,Dr. Diogenes,The D'Arblay Mystery,1
35,Dr. Freeman,The D'Arblay Mystery,0
36,Dr. Jonathan Simon,The D'Arblay Mystery,0
37,Dr. Pepys Cropper,The D'Arblay Mystery,0
38,Dr. Porter,The D'Arblay Mystery,1
39,Dr. Simon,The D'Arblay Mystery,1
40,Dr. Simon's stenographer,The D'Arblay Mystery,0
41,Dr. Watson,The D'Arblay Mystery,0
42,Dr. Woodford Freeman,The D'Arblay Mystery,0
43,Elizabeth,The D'Arblay Mystery,0
44,Fortune,The D'Arblay Mystery,1
45,Fox,The D'Arblay Mystery,1
46,Freeman,The D'Arblay Mystery,1
47,Garroll,The D'Arblay Mystery,0
48,Gawd,The D'Arblay Mystery,0
49,God,The D'Arblay Mystery,0
50,Gray,The D'Arblay Mystery,1
51,He,The D'Arblay Mystery,0
52,Highgate,The D'Arblay Mystery,0
53,Hollands,The D'Arblay Mystery,0
54,Hornsey,The D'Arblay Mystery,0
55,Hudson's servant,The D'Arblay Mystery,0
56,I,The D'Arblay Mystery,0
57,Inspector,The D'Arblay Mystery,1
58,Inspector Lestrade,The D'Arblay Mystery,0
59,Inspector Solomon,The D'Arblay Mystery,0
60,J. D'Arblay,The D'Arblay Mystery,1
61,J. Dewsnep,The D'Arblay Mystery,0
62,James,The D'Arblay Mystery,0
63,James Moriarty,The D'Arblay Mystery,0
64,John Clay,The D'Arblay Mystery,0
65,John Pylorus,The D'Arblay Mystery,1
66,Jonathan Simon,The D'Arblay Mystery,0
67,Julius D'Arblay,The D'Arblay Mystery,1
68,Lady Frances Carfax,The D'Arblay Mystery,0
69,Lewis,The D'Arblay Mystery,0
70,Madame Tussaud's,The D'Arblay Mystery,0
71,Martha,The D'Arblay Mystery,1
72,Miller,The D'Arblay Mystery,1
73,Miss Carolus,The D'Arblay Mystery,1
74,Miss D'Arblay,The D'Arblay Mystery,1
75,Miss Darblay,The D'Arblay Mystery,0
76,Miss Darblay D'Arblay,The D'Arblay Mystery,0
77,Miss Sarah,The D'Arblay Mystery,1
78,Miss Van,The D'Arblay Mystery,1
79,Most,The D'Arblay Mystery,0
80,Mr Dewsnep',The D'Arblay Mystery,0
81,Mr Gray,The D'Arblay Mystery,1
82,Mr. Arabella,The D'Arblay Mystery,1
83,Mr. D'Arblay,The D'Arblay Mystery,1
84,Mr. Dewsnep,The D'Arblay Mystery,1
85,Mr. Dewsnep',The D'Arblay Mystery,0
86,Mr. Gray,The D'Arblay Mystery,1
