character1,character2,count
Mr. Hartley,Mr. Hartley Benson,18
Mr. Hartley Benson,Uncle Joe,7
Mr. Hartley,Uncle Joe,6
Edith,Uncle Joe,5
Mr. Hartley Benson,domino,4
Miss Carrie Benson,Mr. Hartley Benson,3
Joe Benson,Mr. Hartley Benson,2
Joe Benson,Uncle Joe,2
Miss Carrie,Mr. Hartley Benson,2
Mr. Hartley,domino,2
Mr. Hartley Benson,joseph,2
Big John,Tom Henshaw,1
Edith,Jonas,1
Edith,Miss Carrie,1
Edith,Mr. Hartley Benson,1
Jonas,Uncle Joe,1
Julia Neufeld,Suzanne Shell,1
Miss Carrie,Miss Carrie Benson,1
Miss Carrie Benson,domino,1
Mr. Hartley,joseph,1
Uncle Joe,domino,1
Uncle Joe,underhill,1
anna,green,1
anna,x,1
anna,z,1
green,x,1
green,z,1
putnam,x,1
x,z,1
