canonical_name,alias_name
Mr. Mademoiselle Bentley,
Mr. Mademoiselle Bentley,Bentley
Mr. Mademoiselle Bentley,Mademoiselle Bentley
Mrs. Inspector Bradshaw,
Mrs. Inspector Bradshaw,Bradshaw
Mr. Calvin Montaigne,
Mr. Calvin Montaigne,MONTAIGNE
Mr. Calvin Montaigne,Montaigne
Mr. Calvin Montaigne,Mr Montaigne
Mr. Calvin Montaigne,Mr. Montaigne
Mr. Calvin Montaigne,Calvin Montaigne
Mr. Gables Balfour,
Mr. Gables Balfour,Balfour
Mr. Gables Balfour,Mr Balfour
Mr. Gables Balfour,Mr. Balfour
Heinrich Mercutio,
Blackbeard Rogers,
Monsieur Sheppard,
Monsieur Sheppard,Sheppard
Mrs. Sheppard,
Mrs. Sheppard,Mrs Sheppard
Mr. Sheppard,
Jessie M'Pherson,
Jessie M'Pherson,Mrs. Mpherson
Sir Bunner Stock,
Sir Bunner Stock,Stock
Sigsbee Sheppard,
Figgis Sheppard,
Manderson Alice,
Manderson Alice,Alice
Bardolph Burton,
Cupples Wallace,
Sir Kley Molloy,
Jack Mandersons,
Jack Masefield,
Jack Masefield,Masefield
Wells Sheppard,
Gilbert Edward,
Jack Falstaff,
Philip Cleon,
Philip Cleon,Cleon
Philip Cleon,Mr Cleon
Philip Cleon,Mr. Cleon
Bunner Trent,
Sig Sheppard,
Jack George,
Jack George,George
Jack George,Mr George
Jack George,Mr. George
John Cleon,
Professor Petronius,
Inspector Bradshaw,
Mrs. M'Lachlan,
Mrs. M'Lachlan,Mlachlan
Mademoiselle,
Mr. Bradshaw,
Mr. Mlachlan,
Mr. Crippen,
Dr. Harris,
Dr. Harris,Harris
Dr. Harris,Dr Harris
Sir Bunner,
Chesterton,
Mr. Martin,
Mr. Martin,Martin
Mr. Martin,Mr Martin
Manderson,
Dr. Keats,
Nathaniel,
Napoleon,
Bothwell,
Dragilew,
Poulton,
Marlowe,
Fleming,
Sigsbee,
Gilbert,
Montour,
Domecq,
Figgis,
Miss M,
Jessie,
Philip,
Peter,
Munro,
Lucas,
Jones,
Evans,
John,
Hahn,
Jack,
Sig,
Poe,
ec,
e,
colefax,
howard,
jeffrey,
bellona,
james,
silver,
williams,
anthony,
morgan,
tempter,
siegfried,
mabel,
mary,
murch,
william,
russell,
mendelssohn,
celestine,
j,
burke,
huckleberry,
finn,
jim,
henry,
hawkshaw,
marlstone,
white,
h,
copper,
browning,
tristan,
iretons,
crockett,
moses,
columbus,
peppmuller,
perry,
