canonical_name,alias_name
Mr. Franklin Wands Veela,Veela
Mr. Franklin Wands Veela,Wands Veela
Mr. Franklin Wands Veela,MR. WANDS VEELA
Mr. Franklin Wands Veela,Mr. Wands Veela
Mr. Franklin Wands Veela,Franklin Wands Veela
Mrs. HOWARD Wands Veela,Mrs. Wands Veela
Mrs. HOWARD Wands Veela,Howard Wands Veela
Mrs. HOWARD Wands Veela,MRS. HOWARD WANDS VEELA
Mr. Sorting Wands Veela,Sorting Wands Veela
Mrs. Albus Wands Veela,ALBUS WANDS VEELA
Mrs. Albus Wands Veela,Albus Wands Veela
Mr. Silas Wands Veela,Silas Wands Veela
Fenrir Wands Veela,Miss Wands Veela
The Wands Deathly,Wands Deathly
The Wands Deathly,Mr. Wands Deathly
T. W. Manticore,Mr. Manticore
Mrs. Voldemort Prince,Voldemort Prince
Miss Snape Credence,Credence
Miss Snape Credence,MISS Credence
Miss Snape Credence,Miss Credence
Miss Snape Credence,Snape Credence
Crumplehorn Dennis,Mr. Dennis
Dennis Witchcraft,Mr. Witchcraft
Coroner Slughorn,Slughorn
Ebenezer Crimes,Crimes
Ebenezer Crimes,MR. Crimes
Ebenezer Crimes,Mr. Crimes
Ebenezer Crimes,EBENEZAR Crimes
Phoenix Goblet,Goblet
Phoenix Goblet,Miss Goblet
Richard Jacob,Jacob
Susan Pomona,Pomona
Susan Pomona,Miss Pomona
Susan Pomona,SUSAN Pomona
Albus Wands,Wands
Albus Wands,Mr. Wands
Remus Colin,Colin
Remus Colin,Mr. Colin
Jane Molly,Molly
Ella Pansy,Pansy
Ella Pansy,Miss Pansy
Where Hat,Hat
Where Hat,Mrs. Hat
Miss Acromantula,Acromantula
Mr. Artifact,Artifact
Miss Bludger,Bludger
Mr. Snidget,Snidget
Mr. Sorting,Sorting
Mr. _Gryce_,Mr. Gryce
Miss Snape,Snape
Miss Snape,MISS SNAPE
Mrs. Pope,Pope
