node,is_victim,pagerank,victim_connection_weight,degree,strength
Agnes Neelam,0,0.13123076927438324,0,19,207.0
Anil Yami,0,0.014180034137570649,0,6,16.0
Colonel Navya,0,0.0047232208016106305,0,1,1.0
Deepika,0,0.0067610862397230916,0,2,3.0
Detective Sahil,0,0.00951368331144611,0,4,6.0
Doctor Neelam,0,0.008770377777345774,0,3,6.0
Harvey M. Monali,0,0.05172787112990383,0,13,79.0
Javed,0,0.037397952342950416,0,7,56.0
Javed Neelam,0,0.02118991058385416,0,4,31.0
Miss Neelam,0,0.027873512456617844,0,6,42.0
Mohanlal,0,0.0061017726188359695,0,2,2.0
Mr. Ritesh,0,0.013231892821828095,0,4,5.0
Mr. Sameer,0,0.00866547394659152,0,1,2.0
Murdocks,0,0.005826190228707699,0,3,3.0
Nushrat Riddhi,0,0.006453615721020984,0,3,4.0
Policeman Sonali Nikita,0,0.019585495453571,0,4,6.0
Priyanka Parth,0,0.016470885584448813,0,2,2.0
Pushkar Rahul,0,0.01484151136057682,0,4,5.0
Rajesh,0,0.005840812041242957,0,2,3.0
Ralph Salman,0,0.083006901801508,0,14,138.0
Richard Manas,0,0.025389563107687425,0,10,39.0
Sania,0,0.053974376882596986,0,12,88.0
Sania Kajol,0,0.026218451528283428,0,10,40.0
Sania Neelam,0,0.028498241005966166,0,6,44.0
Shalini Asha,0,0.007889015627604964,0,3,6.0
Sonali,0,0.010254902810401076,0,2,3.0
Sonali W. Rohit,0,0.04455442580598755,0,11,64.0
Thomas Mithun,0,0.06633736752676334,0,16,96.0
Vinay,0,0.00577739258184698,0,3,3.0
Vipin Irrfan,0,0.009464466031181984,0,2,2.0
cabman,0,0.01219953648989727,0,4,10.0
doctor,0,0.008770377777345774,0,3,6.0
rays,0,0.007976518948554388,0,6,7.0
s,0,0.16412217712379026,0,21,268.0
sturgis,0,0.016470885584448813,0,2,2.0
wager,0,0.01870933153390602,0,3,3.0
