canonical_name,alias_name
RALPH PATON,
Vida Hurst,
Mrs. Ashley,
Mrs. Ashley,Ashley
Miss Zane,
Miss Zane,Zane
Charles,
POIROT,
Parker,
Cecil,
Uncle,
James,
roger,
ackroyd,
agatha,
christie,
punkie,
sheppard,
raglan,
kent,
flora,
ferrars,
caroline,
kipling,
annie,
russell,
ganett,
fernly,
porrott,
sheba,
raymond,
george,
eliot,
blunt,
hector,
geoffrey,
bates,
jones,
dagger,
davis,
melrose,
hercule,
m,
mademoiselle,
hallo,
curtis,
troute,
hammond,
elsie,
dale,
ursula,
bourne,
cooper,
gladys,
mary,
thripp,
black,
hastings,
pond,
methuselah,
faust,
melisande,
r,
emma,
son,
blackguard,
richard,
folliott,
marby,
grange,
paul,
bennett,
dolly,
grice,
evans,
shakespeare,
quill,
watson,
sherlock,
colin,
clara,
mah,
jong,
carter,
chow,
pung,
this,
ellerby,
japp,
hayes,
sally,
crippen,
john,
elizabeth,
patons,
merci,
grosset,
dunlap,
diana,
arthur,
vane,
nancy,
gage,
sequel,
sonia,
marsh,
rafael,
sabatini,
dumas,
motley,
grey,
american,
desert,
gold,
beast,
helen,
wetmore,
greys,
