canonical_name,alias_name
Mrs. Rose Portkey,
Mrs. Rose Portkey,Portkey
Mrs. Rose Portkey,Rose Portkey
Manticore Chudley,
Manticore Chudley,Chudley
Catherine Sirius,
Mr. Rose Portkey,
Miss Cissa Leta,
Manticore Draco,
Henry Dungbomb,
Henry Dungbomb,Dungbomb
Tonks Hagrid,
Tonks Hagrid,Hagrid
Irene Adler,
Ron Lily,
Ron Lily,Lily
Ron Lily,Mr. Lily
H. B.,
Inspector Slytherin,
Mr. Firebolt,
Mr. Firebolt,Firebolt
Mr. Secrets,
Mrs. Binns,
Mrs. Barty,
Mrs. Barty,Barty
Nymphadora,
Dumbledore,
Fantastic,
Lovegood,
Chimaera,
Alastor,
Order,
Tonks,
Hat,
sherlock,
holmes,
mary,
sutherland,
peterson,
baker,
bakers,
watson,
jove,
morcar,
john,
horner,
james,
ryder,
cusack,
bradstreet,
hudson,
windigate,
breckinridge,
bill,
cocksure,
oakshott,
robinson,
christ,
maudsley,
jem,
maggie,
