canonical_name,alias_name
Inspector Stanley Lawrence,
Inspector Stanley Lawrence,Lawrence
Inspector Stanley Lawrence,Stanley Lawrence
Sir Channing Fanning,
Mr. Kutcher Neeson,
Mr. Kutcher Neeson,Neeson
Miss Fox Bergman,
Miss Fox Bergman,Miss Bergman
Miss Fox Bergman,Fox Bergman
Devine Lawrence,
Devine Lawrence,Mr. Lawrence
Sherlock Thomas,
Sherlock Thomas,Thomas
Sherlock Thomas,Mr. Thomas
Captain Neeson,
Cruz Chappelle,
Harris Wright,
Sir Channing,
Sir Channing,SIR CHANNING
Lady Fanning,
Dr. Bening,
Dr. Bening,Bening
Harris,
Harris,HARRIS
Franco,
Berry,
Berry,BERRY
Koshy,
Fox,
holmes,
watson,
abbey,
grange,
eustace,
hopkins,
palladio,
randalls,
brackenstall,
theresa,
mary,
fraser,
randall,
chiselhurst,
god,
jack,
crocker,
sydenham,
