canonical_name,alias_name
Credence Ravenclaw Fluffy,
Credence Ravenclaw Fluffy,Fluffy
Credence Ravenclaw Fluffy,Ravenclaw Fluffy
Mrs. Credence Angelina,
Mrs. Credence Angelina,Angelina
Mrs. Credence Angelina,Credence Angelina
Mrs. Puffskein Potter,
Mrs. Puffskein Potter,Potter
Mrs. Puffskein Potter,Mrs. Potter
Azkaban Acromantula,
Bathilda Wizarding,
Mr. And Mcgonagall,
Mr. And Mcgonagall,McGonagall
Mr. And Mcgonagall,Mcgonagall
Mr. And Mcgonagall,Mr. Mcgonagall
Mr. And Mcgonagall,And Mcgonagall
Miss Peverell Them,
Miss Peverell Them,Miss Them
Miss Peverell Them,Peverell Them
Grindelwald Stone,
Grindelwald Stone,Stone
Regulus Peverell,
Regulus Peverell,Peverell
Regulus Peverell,Miss Peverell
Severus Umbridge,
Severus Lovegood,
Katie Gryffindor,
Severus Platform,
Dumbledore Pansy,
Regulus Kreacher,
Regulus Kreacher,Kreacher
Boggart Petunia,
Horklump School,
Horklump School,School
Alley Karkaroff,
Alley Karkaroff,Karkaroff
Luna Wizarding,
Alley Angelina,
Cedric Deathly,
Regulus Draco,
Regulus Draco,Draco
Regulus Draco,Miss Draco
Prince Yaxley,
Pomona Diagon,
Riddle Prince,
Keeper Draco,
George Veela,
Ginny Oliver,
Quaffle Them,
Mrs. Them,
Mr. Them,
Leta Fluffy,
Cho Quaffle,
Cho Quaffle,Quaffle
Severus Hat,
Krum Newt,
Krum Newt,Newt
Colin Ron,
Superintendent Malfoy,
Superintendent Malfoy,Malfoy
Inspector Granger,
Inspector Granger,Granger
Inspector Alastor,
Inspector Minerva,
Inspector Minerva,Minerva
Mrs. Crumplehorn,
Mr. Crumplehorn,
Miss Thestral,
Miss Thestral,Thestral
Invisibility,
Mrs. Dursley,
Mrs. Minerva,
Grindelwald,
Miss Padma,
Miss Padma,Padma
Nymphadora,
Bowtruckle,
Mr. Sirius,
Mr. Sirius,Sirius
Mr. Order,
Mr. Order,Order
Manticore,
Ravenclaw,
Credence,
Quibbler,
Horklump,
Quirrell,
Narcissa,
Flitwick,
Prisoner,
Diggory,
Regulus,
Express,
Astoria,
Bludger,
Peeves,
Chaser,
Dudley,
Horace,
Merope,
Keeper,
George,
Bones,
Snape,
Remus,
Moony,
Krum,
Lily,
Cho,
Dennis,
Snitch,
Fawkes,
Howler,
Broomstick,
Firebolt,
Triwizard,
Nimbus,
Molly,
Map,
Muggle,
Jacob,
Goblet,
Parvati,
Hogwarts,
Secrets,
Aberforth,
Chudley,
Cissa,
Ollivander,
Barty,
Chamber,
Halfblood,
Gilderoy,
Lethifold,
Marauder,
Find,
Lucius,
Queenie,
Chimaera,
Wizardry,
Fire,
