canonical_name,alias_name
M. Hercule Poirot,
M. Hercule Poirot,POIROT
M. Hercule Poirot,Poirot
M. Hercule Poirot,M. Poirot
M. Hercule Poirot,Hercule Poirot
Mrs. Richard Folliott,
Mrs. Richard Folliott,Mrs. Folliott
Mademoiselle Caroline,
Mademoiselle Caroline,Caroline
Mr. Geoffrey Raymond,
Mr. Geoffrey Raymond,Raymond
Mr. Geoffrey Raymond,Mr. Raymond
Mr. Geoffrey Raymond,GEOFFREY RAYMOND
Mr. Geoffrey Raymond,Geoffrey Raymond
Mrs. Cecil Ackroyd,
Mrs. Cecil Ackroyd,ACKROYD
Mrs. Cecil Ackroyd,Ackroyd
Mrs. Cecil Ackroyd,Mrs. Ackroyd
Mrs. Cecil Ackroyd,Cecil Ackroyd
Mademoiselle Flora,
Mademoiselle Flora,Flora
Mademoiselle Flora,Miss Flora
Miss Flora Ackroyd,
Miss Flora Ackroyd,Miss Ackroyd
Miss Flora Ackroyd,FLORA ACKROYD
Miss Flora Ackroyd,Flora Ackroyd
Caroline Sheppard,
Caroline Sheppard,SHEPPARD
Caroline Sheppard,Sheppard
Caroline Sheppard,DR. SHEPPARD
Caroline Sheppard,Dr. Sheppard
Elizabeth Russell,
Elizabeth Russell,Russell
Elizabeth Russell,Miss Russell
Mrs. Ralph Paton,
Mrs. Ralph Paton,Paton
Mrs. Ralph Paton,Ralph Paton
Rafael Sabatini,
AGATHA CHRISTIE,
James Sheppard,
Ashley Ferrars,
Ashley Ferrars,Ferrars
Ashley Ferrars,Mrs. Ferrars
Roger Ackroyd,
Roger Ackroyd,Mr. Ackroyd
Roger Ackroyd,ROGER ACKROYD
Ursula Bourne,
Ursula Bourne,Bourne
Ursula Paton,
George Eliot,
Charles Kent,
Charles Kent,Kent
Charles Kent,CHARLES KENT
George Evans,
Gladys Jones,
Gladys Jones,Jones
Hector Blunt,
Hector Blunt,Blunt
Marby Grange,
Mary Thripp,
Emma Cooper,
Emma Cooper,Mrs. Cooper
Uncle Roger,
Uncle Roger,Roger
John Parker,
John Parker,Parker
Dolly Grice,
Arthur Vane,
Sally Jones,
Sonia Marsh,
Vida Hurst,
Elsie Dale,
Nancy Gage,
M. Raymond,
Mary Black,
Zane Grey,
Superintendent Hayes,
Superintendent Hayes,Hayes
Inspector Raglan,
Inspector Raglan,Raglan
Inspector Raglan,INSPECTOR RAGLAN
Inspector Davis,
Inspector Davis,Davis
Inspector Japp,
Inspector Japp,Japp
Mademoiselle,
Mrs. Bennett,
Mr. Porrott,
Mr. Hammond,
Mr. Hammond,Hammond
Mrs. Raglan,
Miss Ganett,
Miss Ganett,Ganett
Hastings,
Ellerby,
Melrose,
Crippen,
PUNKIE,
Ursula,
Ursula,URSULA
Hector,
Carter,
Diana,
Annie,
Ralph,
Ralph,RALPH
Marby,
Elsie,
Clara,
James,
Cecil,
Pung,
Chow,
kipling,
fernly,
sheba,
bates,
dagger,
hallo,
curtis,
troute,
pond,
methuselah,
faust,
melisande,
r,
son,
blackguard,
paul,
shakespeare,
quill,
watson,
sherlock,
colin,
mah,
jong,
this,
patons,
merci,
grosset,
dunlap,
sequel,
dumas,
motley,
american,
desert,
gold,
beast,
helen,
wetmore,
greys,
