character1,character2,count
Patronus,Patronus Cattermole,27
Lestrange McKnight,Wilson Budd Buckbeak,14
Ravenclaw Pinckney Narcissa,Wilson Budd Buckbeak,8
Washington,flier,8
Fire,Wilson Budd Buckbeak,5
Patronus,Ravenclaw Pinckney Narcissa,5
Cresson,Wilson Budd Buckbeak,4
English girl,Lestrange McKnight,4
Howler Astoria,Mr. Howler,4
Howler Astoria,Washington,4
Lestrange,Patronus,4
Lestrange McKnight,Ravenclaw Pinckney Narcissa,4
Lestrange McKnight,Rose,4
Mr. Howler,Washington,4
Mr. Pettigrew,Washington,4
Andrew Hufflepuff,Dobby Hufflepuff,3
Howler Astoria,Lestrange McKnight,3
Lestrange,Wilson Budd Buckbeak,3
Lestrange McKnight,Mr. Fantastic Dursley,3
Lestrange McKnight,Mr. Pettigrew,3
Mr. Lucius Quaffle,Ravenclaw Pinckney Narcissa,3
Andrew Hufflepuff,Blanche Find,2
Andrew Hufflepuff,Mr. Fantastic Dursley,2
Andrew Hufflepuff,Queenie,2
Andrew Hufflepuff,Ravenclaw Pinckney Narcissa,2
Andrew Hufflepuff,Washington,2
Blanche Find,Cresson,2
Blanche Find,Lestrange McKnight,2
Blanche Find,Ravenclaw Pinckney Narcissa,2
Blanche Find,Wilson Budd Buckbeak,2
Cresson,Patronus Cattermole,2
Fenrir,Ravenclaw Pinckney Narcissa,2
Fenrir,Wilson Budd Buckbeak,2
Fire,Sprout-sit-by-the-fire,2
Hat Narcissa,Ravenclaw Pinckney Narcissa,2
Howler Astoria,Snape,2
John Stone,Mr. Lucius Quaffle,2
John Stone,flier,2
Keeper,Rose,2
Lestrange,Lestrange McKnight,2
Lestrange,Patronus Cattermole,2
Lestrange McKnight,Patronus,2
Lestrange McKnight,Washington,2
Manticore,Puffskein,2
Mr. Fantastic Dursley,Washington,2
Mr. Howler,Snape,2
Mr. Lucius Quaffle,Old Quaffle,2
Mr. Lucius Quaffle,flier,2
Patronus,Wilson Budd Buckbeak,2
Prisoner Quibbler,Snape,2
Snape,Washington,2
Washington,Wilson Budd Buckbeak,2
Andrew Hufflepuff,Cannonball,1
Andrew Hufflepuff,English girl,1
Andrew Hufflepuff,Howler Astoria,1
Andrew Hufflepuff,Lestrange McKnight,1
Andrew Hufflepuff,Mr. Howler,1
Andrew Hufflepuff,Patronus Cattermole,1
Andrew Hufflepuff,Wilson Budd Buckbeak,1
Andrew Hufflepuff,flier,1
Blanche Find,English girl,1
Blanche Find,Mr. Fantastic Dursley,1
Blanche Find,Patronus,1
Blanche Find,Patronus Cattermole,1
Blanche Find,joy,1
Bludger,Manticore,1
Bludger,Puffskein,1
Cannonball,Lestrange McKnight,1
Child,English girl,1
Cresson,Patronus,1
Cresson,Ravenclaw Pinckney Narcissa,1
Dobby Hufflepuff,English girl,1
Doctor Minerva Padma,Lily,1
Doctor Minerva Padma,Patronus,1
Doctor Minerva Padma,Patronus Cattermole,1
Doctor Minerva Padma,Ravenclaw Pinckney Narcissa,1
Doctor Snidget,Washington,1
Edgar Allan Gryffindor,Hat Narcissa,1
Edgar Allan Gryffindor,Ravenclaw Pinckney Narcissa,1
