character1,character2,count
Clergot Paul,Marie Pierre Paul,57
Germain,Germain Taburon,43
Lambreth,Lesurques,34
Brosette Lubin,Germain,18
Germain,Sairmeuse,14
Brosette,Prudhomme Joseph,13
Tellier,Tellier M,11
Brosette,Brosette Lubin,10
Germain,Lambreth,10
Germain,Lesurques,10
Marie Pierre Paul,Schmidt,10
Brosette,Mademoiselle,9
Brosette Lubin,Germain Taburon,9
Marie Pierre Paul,Schmidt Paul,9
Schmidt,Schmidt Paul,9
Contois,Lesurques,8
Germain,Lecoq,8
Germain Taburon,Lesurques,8
Crime,Lambreth,7
Lesurques,Prudhomme Joseph,7
Brosette Lubin,Prudhomme Joseph,6
Crime,Herve Rheteau,6
Kienloung,Prudhomme Joseph,6
Lambreth,Marie Pierre Paul,6
Lambreth,Prudhomme Joseph,6
Lambreth,Tellier,6
Albert,Brosette Lubin,5
Brosette Lubin,Crime,5
Brosette Lubin,Lambreth,5
Clergot Paul,Lambreth,5
Crime,Prudhomme Joseph,5
Germain Taburon,Lambreth,5
Germain Taburon,Marie Pierre Paul,5
Germain Taburon,Schmidt,5
Tellier,Tellier Goello,5
Brosette,Tellier,4
Clergot Paul,Herve Rheteau,4
Clergot Paul,assassin,4
Contois,Lambreth,4
Crime,Germain,4
Durand,Germain Taburon,4
Germain,Marie Pierre Paul,4
Herve Rheteau,Marie Pierre Paul,4
Marie Pierre Paul,assassin,4
Brosette,Crime,3
Brosette,Germain,3
Brosette,Germain Taburon,3
Brosette,Lambreth,3
Brosette Lubin,Clergot Paul,3
Brosette Lubin,Kienloung,3
Brosette Lubin,Lesurques,3
Brosette Lubin,Marie Pierre Paul,3
Brosette Lubin,Sairmeuse,3
Clergot Paul,Germain,3
Clergot Paul,Germain Taburon,3
Germain,Prudhomme Joseph,3
Germain,assassin,3
Herve Rheteau,Kienloung,3
Herve Rheteau,Prudhomme Joseph,3
Lambreth,Schmidt,3
Lesurques,Marie Pierre Paul,3
Lesurques,Tellier,3
Prudhomme Joseph,assassin,3
Albert,Chance,2
Albert,Marly,2
Benjamin,Pierremarie,2
Brosette,Lecoq,2
Brosette,Lesurques,2
Brosette,Maliron,2
Clergeot,Sairmeuse,2
Clergot Paul,Lesurques,2
Crime,Kienloung,2
Crime,Monsieur,2
Crime,Virginia,2
Dr. Gaboriau,Germain,2
Germain,Herve Rheteau,2
Germain Taburon,Schmidt Paul,2
Herve Rheteau,assassin,2
Hortense,Sairmeuse,2
La,Marie Pierre Paul,2
Lambreth,assassin,2
Lesurques,Riscara,2
Marie Pierre Paul,Prudhomme Joseph,2
Marie Pierre Paul,Widow,2
Providence,Prudhomme Joseph,2
Prudhomme Joseph,Tellier,2
Tellier,Tellier Judas,2
Beaugrau,Clergot Paul,1
Beaugrau,Denis,1
Beaugrau,Marie Pierre Paul,1
Beaugrau,v,1
Benjamin,Tellier,1
Benjamin,Tellier Judas,1
Benjamin,Tellier M,1
Bernard,Jove,1
Brosette,Herve Rheteau,1
Brosette,Marly,1
Brosette,Providence,1
