canonical_name,alias_name
Shubham Salman IN LONDON Gully Tabu,Tabu
Shubham Salman IN LONDON Gully Tabu,Gully Tabu
Mrs. Tabu,Mrs Tabu
Captain Katrina Anushka,Anushka
Captain Katrina Anushka,Captain Anushka
Captain Katrina Anushka,Katrina Anushka
Colonel Mayank Krish,Mayank Krish
Lord Vidya Gauri,Gauri
Lord Vidya Gauri,Vidya Gauri
Aishwarya--Prerna Aishwarya,Aishwarya
Mr. Bartholemew Nidhi,Nidhi
Mr. Kriti Siddharth,Siddharth
Mr. Kriti Siddharth,Mr. Siddharth
Mr. Kriti Siddharth,Kriti Siddharth
Mr. Manisha Kavita,Kavita
Mr. Manisha Kavita,Mr. Kavita
Mr. Manisha Kavita,Manisha Kavita
Lady Ranjan Gauri,Ranjan Gauri
Miss Lara Anaya,Anaya
Miss Lara Anaya,Miss Anaya
Miss Lara Anaya,Lara Anaya
Captain Swara,Swara
Tanisha Vikas,Vikas
Alok Mohanlal,Mohanlal
Alok Mohanlal,Mr. Mohanlal
Anil Taapsee,Taapsee
Mahesh Rohit,Rohit
Vinita Nidhi,Mrs. Nidhi
Anjali Hina,Hina
Tabu senior,Tabu Senior
Lord Vidya,Vidya
Pankaj Om,Om
Pankaj Om,Miss Om
Inspector Prince,Prince
Mr. Shakuntala,Shakuntala
Mr. Chaitanya,Chaitanya
Mrs. Sameera,Sameera
Mrs. Sameera,Mrs Sameera
Mr. Santhosh,Santhosh
Miss Pallavi,Pallavi
Lady Ranjan,Ranjan
Miss Anjali,Anjali
Mr. Ishaan,Ishaan
Miss Asin,Asin
