canonical_name,alias_name
Sutherland Knopfler Watanabe,Watanabe
Sutherland Knopfler Watanabe,Knopfler Watanabe
Sutherland Knopfler Watanabe,Miss Knopfler Watanabe
Kline Arnold Giamatti,Giamatti
Kline Arnold Giamatti,Kline Giamatti
Cruz. Lucien Boomer,Boomer
Sutherland Armstrong,Armstrong
Sutherland Knopfler,Knopfler
Sutherland Streep,Streep
Captain Hemsworth,Hemsworth
Sutherland Lamarr,Lamarr
Madame Carpenter,MAdame Carpenter
Gabriel Mccarthy,McCarthy
Gabriel Mccarthy,Mccarthy
Gabriel Mccarthy,Mr. Mccarthy
Kline Washington,Washington
Cruz Winslet,Winslet
Cruz Rourke,Rourke
Morgan Zane,Mr. Zane
Young Cruz,Cruz
Barr Smith,Smith
Cruz. Wood,Cruz Wood
Cruz.P.,Cruz P.
Miss Urban,Urban
Dr. Jolie,Jolie
_Maman___,Maman___
