canonical_name,alias_name
Lady Hilda Trelawney Hope,
Lady Hilda Trelawney Hope,Hope
Lady Hilda Trelawney Hope,Trelawney Hope
Mr. Sherlock Holmes,
Mr. Sherlock Holmes,Holmes
Mr. Sherlock Holmes,Mr. Holmes
Mr. Sherlock Holmes,Sherlock Holmes
Mr. Trelawney Hope,
Mr. Trelawney Hope,Mr. Hope
Sir Charles Hardy,
Mr. Eduardo Lucas,
Mr. Eduardo Lucas,Lucas
Mr. Eduardo Lucas,Mr. Lucas
Mr. Eduardo Lucas,Eduardo Lucas
John Mitton,
John Mitton,Mitton
La Rothiere,
Inspector Lestrade,
Inspector Lestrade,Lestrade
Mrs. Pringle,
Mrs. Hudson,
Lady Hilda,
Lady Hilda,Hilda
Dr. Watson,
Dr. Watson,Watson
Oberstein,
Jacobs,
bellinger,
halloa,
henri,
fournaye,
m,
george,
flowers,
