character1,character2,count
him,of,108
d,of,98
blood,of,24
of,riddlesdale,20
cat,of,16
d,him,14
bar,of,13
notes,of,12
high,of,10
inquest,of,10
counsel,of,9
inspector,of,9
mother,of,9
of,truth,9
Tom,of,8
Monsieur,of,6
Tom,d,5
cat,him,5
Mrs. George,of,4
blood,d,4
him,mother,4
him,riddlesdale,4
bar,high,3
cat,riddlesdale,3
d,mother,3
d,riddlesdale,3
farmer,him,3
farmer,of,3
humperdinck,van,3
ii,of,3
mark,of,3
of,p,3
Begg,of,2
Monsieur,him,2
Mrs. George,him,2
bar,him,2
blood,him,2
cat,ii,2
high,him,2
inquest,truth,2
of,officers,2
of,pot,2
ARBUTHNOT,DENIS CATHCART,1
ARBUTHNOT,James,1
ARBUTHNOT,MARCHBANKS,1
DENIS CATHCART,James,1
DENIS CATHCART,MARCHBANKS,1
DENVER,him,1
DENVER,of,1
DENVER,riddlesdale,1
Jack,of,1
James,MARCHBANKS,1
James,of,1
Kai-Lung,of,1
LADY MAISRY,ballad,1
LADY MAISRY,of,1
LADY MARY,PETTIGREW-ROBINSON,1
LADY MARY,robinson,1
Monsieur,notes,1
Mrs. George,d,1
PETTIGREW-ROBINSON,robinson,1
Pettigrew-Robinsons,d,1
Tom,cat,1
Tom,him,1
ballad,of,1
bar,jane,1
bet,cat,1
bet,mornin,1
bet,of,1
blood,bone,1
blood,high,1
blood,inspector,1
bone,him,1
bone,of,1
c,d,1
c,of,1
cat,d,1
cat,mornin,1
counsel,high,1
curry,of,1
d,truth,1
falling,of,1
gaiter,of,1
geo,him,1
him,inquest,1
him,mademoiselle,1
him,notes,1
him,truth,1
him,xv,1
humperdinck,of,1
inquest,riddlesdale,1
jane,of,1
mackenzie,of,1
mornin,of,1
mother,riddlesdale,1
notes,riddlesdale,1
of,van,1
