node,is_victim,pagerank,victim_connection_weight,degree,strength
Brackenstall Holmes,0,0.03719189644078966,0,2,3.0
Dr. Sydenham,0,0.06666666666666667,0,1,1.0
Inspector Stanley Hopkins,0,0.05449260210259595,0,3,4.0
Jack Hopkins,0,0.021579633831945614,0,1,1.0
Lady Randalls,0,0.13910706006457352,15,7,22.0
Mr. Sherlock,0,0.08265314484831826,2,5,9.0
Sir Randall,0,0.03685732213061235,4,2,5.0
Sir Randall Randalls,1,0.15796227478971436,0,7,25.0
Theresa,0,0.0733572279924046,1,7,9.0
Theresa Chiselhurst,0,0.05463568852065975,1,5,7.0
Watson,0,0.055506469166685175,0,2,4.0
Watson Wright,0,0.04538907637687805,0,1,3.0
abbey,0,0.053967135200744774,1,5,7.0
grange,0,0.053967135200744774,1,5,7.0
palladio,0,0.06666666666666667,0,1,1.0
