canonical_name,alias_name
Inspector Stanley Hopkins,
Inspector Stanley Hopkins,Hopkins
Inspector Stanley Hopkins,Stanley Hopkins
Sir Randall Randalls,
Sir Randall Randalls,Randalls
Theresa Chiselhurst,
Theresa Chiselhurst,Miss Chiselhurst
Brackenstall Holmes,
Brackenstall Holmes,Holmes
Mr. Fraser God,
Watson Wright,
Jack Hopkins,
Jack Hopkins,Mr. Hopkins
Lady Randalls,
Dr. Sydenham,
Dr. Sydenham,Sydenham
Mr. Sherlock,
Mr. Sherlock,Sherlock
Sir Randall,
Theresa,
Crocker,
Watson,
Mary,
abbey,
grange,
eustace,
palladio,
