canonical_name,alias_name
The Rev. Penn Corbin,Corbin
The Rev. Penn Corbin,Penn Corbin
O'neal Harold Bonham,Bonham
O'neal Harold Bonham,Lady Bonham
O'neal Harold Bonham,O'neal Bonham
Count Berry Dorsey,Berry Dorsey
L. B. Hiddleston,Hiddleston
Sir Knopfler Elgort,Elgort
Sir Knopfler Elgort,Knopfler Elgort
Great-aunt Saldana,Saldana
Mrs. Theron James,James
Mrs. Theron James,Mrs. James
General Cooper,Cooper
Jagger Goodman,Goodman
Jagger Goodman,Mr. Goodman
Madame Winslet,Winslet
Colonel O'hara,O'hara
Mendes Kidman,Kidman
Blunt Brosnan,Brosnan
Blunt Dehaan,Dehaan
Blunt Dehaan,Mr. Dehaan
Dookie Ellis,Ellis
Dookie Ellis,Mr. Ellis
Arthur Pitt,Pitt
The Colonel,Colonel
Lord Jett,Jett
Mr. Corbin-Leto,Corbin-Leto
Professor Ronan,Ronan
Mrs. Mccarthy,Mccarthy
Sir Dickinson,Dickinson
Sir Knopfler,Knopfler
Mrs. Carrey,Carrey
Miss Mendes,Mendes
Miss Leto,Leto
